年度,学校コード,学部(研究科)番号,所在地,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,A大学院研究科,B大学学部,C短期大学本科,D専攻科,E別科,F自営業主等,G無期雇用労働者,H有期雇用労働者,I臨時労働者,臨床研修医(予定者を含む),専修学校・外国の学校等入学者,J(進学準備中),J(就職準備中),J(その他),不詳・死亡の者,7状況別計(a),左記A~Eのうち自営業者等無期(再掲),雇用契約期間1年以上フルタイム相当(再掲),左記Hのうち雇用契約期間が1年以上フルタイム勤務相当(再掲),8博士(再掲)満期退学,8博士(再掲)ポスドクH,8博士(再掲)ポスドクI,8博士(再掲)ポスドクJ,①年度入学,②年度入学,③年度入学,④年度入学,⑤年度入学,その他(編入),年度別計(a),入学年度①,入学年度②,入学年度③,入学年度④,入学年度⑤,進学者,就職者,臨床研修医,その他,合計（確認用）
2024,F140210110607,1G22,40,北九州市立大学,1,国際環境工学部,,1,建築デザイン学科,G2H3,男,19,,,,,,5,,,,,,,,,24,,,,,,,,23,,1,,,,24,2,1,30,29,28,19,5,0,0,24
2024,F140210110607,1G22,40,北九州市立大学,1,国際環境工学部,,1,建築デザイン学科,G2H3,女,11,,,,,,11,,,,,,,,,22,,,,,,,,21,1,,,,,22,2,1,30,29,28,11,11,0,0,22
2024,F140210110607,1G22,40,北九州市立大学,1,国際環境工学部,,1,環境化学工学科,J9Q7,男,20,,,,,,7,,,,,,,1,,28,,,,,,,,24,2,1,,,1,28,2,1,30,29,28,20,7,0,1,28
2024,F140210110607,1G22,40,北九州市立大学,1,国際環境工学部,,1,環境化学工学科,J9Q7,女,4,,,,,,8,,,,,,,,,12,,,,,,,,11,1,,,,,12,2,1,30,29,28,4,8,0,0,12
2024,F140210110607,1G22,40,北九州市立大学,1,国際環境工学部,,1,環境生命工学科,J9Q8,男,19,,,,,,6,,,,,,,1,,26,,,,,,,,25,1,,,,,26,2,1,30,29,28,19,6,0,1,26
2024,F140210110607,1G22,40,北九州市立大学,1,国際環境工学部,,1,環境生命工学科,J9Q8,女,10,,,,,,7,,,,,,,,,17,,,,,,,,16,,,,,1,17,2,1,30,29,28,10,7,0,0,17
2024,F140210110607,1X43,40,北九州市立大学,1,地域創生学群,,1,地域創生学類,C2E2,男,2,,,,,,42,1,,,,,1,,,46,,,1,,,,,42,4,,,,,46,2,1,30,29,28,2,43,0,1,46
2024,F140210110607,1X43,40,北九州市立大学,1,地域創生学群,,1,地域創生学類,C2E2,女,1,,,,,,62,,,,,1,2,2,,68,,,,,,,,60,6,,1,1,,68,2,1,30,29,28,1,62,0,5,68
2024,F140210110607,2C33,40,北九州市立大学,2,社会システム研究科,2,1,文化・言語専攻,B9F5,男,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,4,3,2,1,30,1,0,0,0,1
2024,F140210110607,2C33,40,北九州市立大学,2,社会システム研究科,2,1,文化・言語専攻,B9F5,女,,,,,,1,1,,,,,,,,,2,,,,,,,,2,,,,,,2,4,3,2,1,30,0,2,0,0,2
2024,F140210110607,2C33,40,北九州市立大学,2,社会システム研究科,2,1,現代経済専攻,C232,男,,,,,,1,1,,,,,,,,,2,,,,,,,,2,,,,,,2,4,3,2,1,30,0,2,0,0,2
2024,F140210110607,2C33,40,北九州市立大学,2,社会システム研究科,2,1,現代経済専攻,C232,女,,,,,,,2,,,,,,,,,2,,,,,,,,2,,,,,,2,4,3,2,1,30,0,2,0,0,2
2024,F140210110607,2C33,40,北九州市立大学,2,社会システム研究科,2,1,地域コミュニティ専攻,C343,男,,,,,,,2,,,,,1,,,,3,,,,,,,,3,,,,,,3,4,3,2,1,30,0,2,0,1,3
2024,F140210110607,2C33,40,北九州市立大学,2,社会システム研究科,2,1,地域コミュニティ専攻,C343,女,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,4,3,2,1,30,0,1,0,0,1
2024,F140210110607,2C33,40,北九州市立大学,2,社会システム研究科,2,1,東アジア専攻,D963,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F140210110607,2C33,40,北九州市立大学,2,社会システム研究科,2,1,東アジア専攻,D963,女,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,4,3,2,1,30,0,1,0,0,1
2024,F140210110607,2G35,40,北九州市立大学,2,国際環境工学研究科,2,1,情報工学専攻,G213,男,,,,,,,20,,,,,,1,,,21,,,,,,,,19,1,1,,,,21,4,3,2,1,30,0,20,0,1,21
2024,F140210110607,2G35,40,北九州市立大学,2,国際環境工学研究科,2,1,情報工学専攻,G213,女,,,,,,,4,,,,,,,,,4,,,,,,,,4,,,,,,4,4,3,2,1,30,0,4,0,0,4
2024,F140210110607,2G35,40,北九州市立大学,2,国際環境工学研究科,2,1,環境工学専攻,J908,男,4,,,,,,41,,,,,,4,,,49,,,,,,,,41,7,1,,,,49,4,3,2,1,30,4,41,0,4,49
2024,F140210110607,2G35,40,北九州市立大学,2,国際環境工学研究科,2,1,環境工学専攻,J908,女,4,,,,,,9,1,,,,,1,,,15,,,1,,,,,10,5,,,,,15,4,3,2,1,30,4,10,0,1,15
2024,F140210110607,2G35,40,北九州市立大学,2,国際環境工学研究科,2,1,環境システム専攻,X119,男,2,,,,,,26,1,,,,,1,,,30,,,1,,,,,27,3,,,,,30,4,3,2,1,30,2,27,0,1,30
2024,F140210110607,2G35,40,北九州市立大学,2,国際環境工学研究科,2,1,環境システム専攻,X119,女,1,,,,,,11,,,,,,2,,,14,,,,,,,,9,5,,,,,14,4,3,2,1,30,1,11,0,2,14
2024,F140210110607,4C33,40,北九州市立大学,2,社会システム研究科,3,1,地域社会システム専攻,B933,男,,,,,,,1,,,,,,1,,,2,,,,,,,,1,1,,,,,2,3,2,1,30,29,0,1,0,1,2
2024,F140210110607,4C33,40,北九州市立大学,2,社会システム研究科,3,1,地域社会システム専攻,B933,女,,,,,,,1,,,,,,,1,,2,,,,,,,,,,,1,1,,2,3,2,1,30,29,0,1,0,1,2
2024,F140210110607,4G35,40,北九州市立大学,2,国際環境工学研究科,3,1,情報工学専攻,G213,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F140210110607,4G35,40,北九州市立大学,2,国際環境工学研究科,3,1,情報工学専攻,G213,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F140210110607,4G35,40,北九州市立大学,2,国際環境工学研究科,3,1,環境工学専攻,J908,男,,,,,,,2,1,,,,,2,4,,9,,,1,1,,,,,9,,,,,9,3,2,1,30,29,0,3,0,6,9
2024,F140210110607,4G35,40,北九州市立大学,2,国際環境工学研究科,3,1,環境工学専攻,J908,女,,,,,,,3,1,,,,,3,9,,16,,,1,8,,,,3,9,2,2,,,16,3,2,1,30,29,0,4,0,12,16
2024,F140210110607,4G35,40,北九州市立大学,2,国際環境工学研究科,3,1,環境システム専攻,X119,男,,,,,,,2,,,,,,,4,,6,,,,,,,2,2,3,,,,1,6,3,2,1,30,29,0,2,0,4,6
2024,F140210110607,4G35,40,北九州市立大学,2,国際環境工学研究科,3,1,環境システム専攻,X119,女,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,1,3,2,1,30,29,0,0,0,1,1
2024,F140210110607,AC35,40,北九州市立大学,2,マネジメント研究科,5,1,マネジメント専攻,C286,男,,,,,,,16,,,,,,1,1,,18,,,,,,,,18,,,,,,18,4,3,2,1,30,0,16,0,2,18
2024,F140210110607,AC35,40,北九州市立大学,2,マネジメント研究科,5,1,マネジメント専攻,C286,女,,,,,,,4,,,,,,,1,,5,,,,,,,,5,,,,,,5,4,3,2,1,30,0,4,0,1,5
2024,F140210110616,1M03,40,九州歯科大学,2,歯学研究科,1,1,口腔保健学専攻,M227,男,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,4,3,2,1,30,1,0,0,0,1
2024,F140210110616,1M03,40,九州歯科大学,2,歯学研究科,1,1,口腔保健学専攻,M227,女,1,,,,,,,,,,,,,1,,2,,,,,,,,,1,1,,,,2,4,3,2,1,30,1,0,0,1,2
2024,F140210110616,1M09,40,九州歯科大学,1,歯学部,,1,口腔保健学科,O948,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F140210110616,1M09,40,九州歯科大学,1,歯学部,,1,口腔保健学科,O948,女,4,,,,,,21,,,,,,1,,,26,,,,,,,,25,1,,,,,26,2,1,30,29,28,4,21,0,1,26
2024,F140210110616,4M08,40,九州歯科大学,1,歯学部,,1,歯学科,M401,男,,,,,,,,,,35,,,14,,,49,,,,,,,,42,3,3,,1,,49,30,29,28,27,26,0,0,35,14,49
2024,F140210110616,4M08,40,九州歯科大学,1,歯学部,,1,歯学科,M401,女,,,,,,,,,,28,,,9,,,37,,,,,,,,34,1,2,,,,37,30,29,28,27,26,0,0,28,9,37
2024,F140210110616,6M03,40,九州歯科大学,2,歯学研究科,4,1,歯学専攻,M209,男,,,,,,,,3,,,,,,7,,10,,,,4,,,,10,,,,,,10,2,1,30,29,28,0,3,0,7,10
2024,F140210110616,6M03,40,九州歯科大学,2,歯学研究科,4,1,歯学専攻,M209,女,,,,,,,,1,,,,,,6,,7,,,,3,,,,5,2,,,,,7,2,1,30,29,28,0,1,0,6,7
2024,F140210110625,1Z04,40,福岡女子大学,1,国際文理学部,,1,国際教養,D9B8,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F140210110625,1Z04,40,福岡女子大学,1,国際文理学部,,1,国際教養,D9B8,女,5,,,,,,117,3,,,,,1,9,,135,,,,,,,,103,26,6,,,,135,2,1,30,29,28,5,120,0,10,135
2024,F140210110625,1Z04,40,福岡女子大学,1,国際文理学部,,1,環境科,F984,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F140210110625,1Z04,40,福岡女子大学,1,国際文理学部,,1,環境科,F984,女,7,,,,,,59,1,,,,,1,1,,69,,,,,,,,60,9,,,,,69,2,1,30,29,28,7,60,0,2,69
2024,F140210110625,1Z04,40,福岡女子大学,1,国際文理学部,,1,食・健康,Q152,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F140210110625,1Z04,40,福岡女子大学,1,国際文理学部,,1,食・健康,Q152,女,7,,,,,,27,,,,,,,1,,35,,,,,,,,33,1,1,,,,35,2,1,30,29,28,7,27,0,1,35
2024,F140210110625,2X25,40,福岡女子大学,2,人文社会科学研究科,2,1,言語文化,A1C1,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F140210110625,2X25,40,福岡女子大学,2,人文社会科学研究科,2,1,言語文化,A1C1,女,,,,,,,3,,,,,,1,,,4,,,,,,,,4,,,,,,4,4,3,2,1,30,0,3,0,1,4
2024,F140210110625,2X25,40,福岡女子大学,2,人文社会科学研究科,2,1,社会科学,B9H8,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F140210110625,2X25,40,福岡女子大学,2,人文社会科学研究科,2,1,社会科学,B9H8,女,1,,,,,,2,,,,,,,,,3,,,,,,,,3,,,,,,3,4,3,2,1,30,1,2,0,0,3
2024,F140210110625,2Y04,40,福岡女子大学,2,人間環境科学研究科,2,1,人間環境科学,X9F8,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F140210110625,2Y04,40,福岡女子大学,2,人間環境科学研究科,2,1,人間環境科学,X9F8,女,1,,,,,,5,,,,,,,1,,7,,,,,,,,5,2,,,,,7,4,3,2,1,30,1,5,0,1,7
2024,F140210110625,4Y04,40,福岡女子大学,2,人間環境科学研究科,3,1,人間環境科学,X9F8,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F140210110625,4Y04,40,福岡女子大学,2,人間環境科学研究科,3,1,人間環境科学,X9F8,女,,,,,,,2,,,,,,,,,2,,,,,,,,,1,1,,,,2,3,2,1,30,29,0,2,0,0,2
2024,F140210110634,1M09,40,福岡県立大学,2,看護学研究科,1,1,看護学研究科,O905,男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,4,3,2,1,30,0,0,0,0,0
2024,F140210110634,1M09,40,福岡県立大学,2,看護学研究科,1,1,看護学研究科,O905,女,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,8,0,0,0,,,,,7,1,0,0,0,0,8,4,3,2,1,30,0,5,0,3,8
2024,F140210110634,1M12,40,福岡県立大学,1,看護学部,,1,看護学科,M601,男,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,,,,,3,1,0,0,0,0,4,2,1,30,29,28,0,4,0,0,4
2024,F140210110634,1M12,40,福岡県立大学,1,看護学部,,1,看護学科,M601,女,8,0,0,1,1,0,70,9,0,0,0,0,0,0,0,89,0,0,9,,,,,81,5,3,0,0,0,89,2,1,30,29,28,10,79,0,0,89
2024,F140210110634,1X12,40,福岡県立大学,1,人間社会学部,,1,公共社会学科,C3A8,男,1,0,0,0,0,0,15,2,0,0,0,0,0,1,0,19,0,0,2,,,,,19,0,0,0,0,0,19,2,1,30,29,28,1,17,0,1,19
2024,F140210110634,1X12,40,福岡県立大学,1,人間社会学部,,1,公共社会学科,C3A8,女,0,0,0,0,0,0,26,1,0,0,0,0,0,1,0,28,0,0,1,,,,,28,0,0,0,0,0,28,2,1,30,29,28,0,27,0,1,28
2024,F140210110634,1X12,40,福岡県立大学,1,人間社会学部,,1,社会福祉学科,C304,男,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,9,0,0,0,,,,,7,2,0,0,0,0,9,2,1,30,29,28,0,8,0,1,9
2024,F140210110634,1X12,40,福岡県立大学,1,人間社会学部,,1,社会福祉学科,C304,女,0,0,0,0,0,0,35,2,0,0,0,0,0,2,0,39,0,0,2,,,,,39,0,0,0,0,0,39,2,1,30,29,28,0,37,0,2,39
2024,F140210110634,1X12,40,福岡県立大学,1,人間社会学部,,1,人間形成学科,S116,男,3,0,0,0,0,0,4,0,0,0,0,0,1,1,0,9,0,0,0,,,,,9,0,0,0,0,0,9,2,1,30,29,28,3,4,0,2,9
2024,F140210110634,1X12,40,福岡県立大学,1,人間社会学部,,1,人間形成学科,S116,女,9,0,0,0,0,0,30,0,0,0,0,0,1,0,0,40,0,0,0,,,,,39,1,0,0,0,0,40,2,1,30,29,28,9,30,0,1,40
2024,F140210110634,1X59,40,福岡県立大学,2,人間社会学研究科,1,1,社会福祉,C302,男,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,0,1,0,0,0,0,1,4,3,2,1,30,0,0,0,1,1
2024,F140210110634,1X59,40,福岡県立大学,2,人間社会学研究科,1,1,社会福祉,C302,女,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,,,,,0,2,0,0,0,0,2,4,3,2,1,30,0,0,0,2,2
2024,F140210110634,1X59,40,福岡県立大学,2,人間社会学研究科,1,1,心理臨床,A345,男,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,1,0,0,0,0,0,1,4,3,2,1,30,0,1,0,0,1
2024,F140210110634,1X59,40,福岡県立大学,2,人間社会学研究科,1,1,心理臨床,A345,女,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,1,,,,,6,0,0,0,0,0,6,4,3,2,1,30,0,6,0,0,6
2024,F140210110634,1X59,40,福岡県立大学,2,人間社会学研究科,1,1,子ども教育,S173,男,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,4,3,2,1,30,0,0,0,0,0
2024,F140210110634,1X59,40,福岡県立大学,2,人間社会学研究科,1,1,子ども教育,S173,女,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,,,0,1,0,0,0,0,1,4,3,2,1,30,0,0,0,1,1
2024,F141110111135,1C09,41,佐賀大学,1,経済学部,,1,経済学科,C203,男,,,,,,,61,6,,,,,2,1,,70,,,6,,,,,61,8,1,,,,70,2,1,30,29,28,0,67,0,3,70
2024,F141110111135,1C09,41,佐賀大学,1,経済学部,,1,経済学科,C203,女,,,,,,,33,2,,,,,,3,,38,,,2,,,,,37,1,,,,,38,2,1,30,29,28,0,35,0,3,38
2024,F141110111135,1C09,41,佐賀大学,1,経済学部,,1,経営学科,C205,男,,,,,,,31,2,,,,,2,1,,36,,,2,,,,,31,4,,,1,,36,2,1,30,29,28,0,33,0,3,36
2024,F141110111135,1C09,41,佐賀大学,1,経済学部,,1,経営学科,C205,女,,,,,,,40,1,,,,,2,2,,45,,,1,,,,,44,1,,,,,45,2,1,30,29,28,0,41,0,4,45
2024,F141110111135,1C09,41,佐賀大学,1,経済学部,,1,経済法学科,D908,男,1,,,,,,31,1,,,,,1,2,,36,,,1,,,,,32,2,1,1,,,36,2,1,30,29,28,1,32,0,3,36
2024,F141110111135,1C09,41,佐賀大学,1,経済学部,,1,経済法学科,D908,女,1,,,,,,30,,,,,,,2,,33,,,,,,,,33,,,,,,33,2,1,30,29,28,1,30,0,2,33
2024,F141110111135,1K01,41,佐賀大学,1,農学部,,1,生物資源科学,L994,男,26,,,,,1,21,,,,1,,,3,,52,,,,,,,,45,3,,,,4,52,2,1,30,29,28,27,22,0,3,52
2024,F141110111135,1K01,41,佐賀大学,1,農学部,,1,生物資源科学,L994,女,30,,,,,,59,2,,,1,,1,3,,96,,,2,,,,,91,4,,,,1,96,2,1,30,29,28,31,61,0,4,96
2024,F141110111135,1K01,41,佐賀大学,2,農学研究科,1,1,生物資源科学,L986,男,2,,,,,,16,,,,,,,,,18,,,,,,,,18,,,,,,18,4,3,2,1,30,2,16,0,0,18
2024,F141110111135,1K01,41,佐賀大学,2,農学研究科,1,1,生物資源科学,L986,女,7,,,,,,10,,,,1,,,,,18,,,,,,,,13,5,,,,,18,4,3,2,1,30,8,10,0,0,18
2024,F141110111135,1M02,41,佐賀大学,2,医学系研究科（修士課程）,1,1,看護（科）学,O905,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F141110111135,1M02,41,佐賀大学,2,医学系研究科（修士課程）,1,1,看護（科）学,O905,女,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,1,4,3,2,1,30,0,1,0,0,1
2024,F141110111135,1M04,41,佐賀大学,1,医学部（看護学科）,,1,看護学（類）,M601,男,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,2,1,30,29,28,0,1,0,0,1
2024,F141110111135,1M04,41,佐賀大学,1,医学部（看護学科）,,1,看護学（類）,M601,女,,,,,,,58,,,,,,,,,58,,,,,,,,54,4,,,,,58,2,1,30,29,28,0,58,0,0,58
2024,F141110111135,1S02,41,佐賀大学,1,教育学部（教員養成）,,1,学校教育課程,U946,男,4,,,,,1,23,7,,,,,,,,35,,,7,,,,,33,2,,,,,35,2,1,30,29,28,4,31,0,0,35
2024,F141110111135,1S02,41,佐賀大学,1,教育学部（教員養成）,,1,学校教育課程,U946,女,5,,,,,,64,7,,,,1,1,2,,80,,,7,,,,,79,1,,,,,80,2,1,30,29,28,5,71,0,4,80
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,数理科学科,E108,男,,,,,,,2,,,,,,,,,2,,,,,,,,,,1,1,,,2,2,1,30,29,28,0,2,0,0,2
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,数理科学科,E108,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,知能情報システム学科,G271,男,,,,,,,5,,,,,,,1,,6,,,,,,,,,,4,1,1,,6,2,1,30,29,28,0,5,0,1,6
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,知能情報システム学科,G271,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,機能物質化学科,G450,男,,,,,,,3,,,,,,1,,,4,,,,,,,,,,3,,1,,4,2,1,30,29,28,0,3,0,1,4
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,機能物質化学科,G450,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,機械システム工学科,G116,男,,,,,,,2,,,,,,,,,2,,,,,,,,,,2,,,,2,2,1,30,29,28,0,2,0,0,2
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,機械システム工学科,G116,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,電気電子工学科,G204,男,,,,,,,3,1,,,,,,,,4,,,1,,,,,,,3,1,,,4,2,1,30,29,28,0,4,0,0,4
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,電気電子工学科,G204,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,都市工学科,G310,男,,,,,,,2,,,,,,,,,2,,,,,,,,1,,,1,,,2,2,1,30,29,28,0,2,0,0,2
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,都市工学科,G310,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,理工学科,X9P6,男,184,,,,,1,162,9,,,1,,4,3,,364,,,9,,,,,296,53,,,,15,364,2,1,30,29,28,185,172,0,7,364
2024,F141110111135,1X07,41,佐賀大学,1,理工学部,,1,理工学科,X9P6,女,36,,,,,,64,4,,,,,,1,,105,,,4,,,,,95,9,,,,1,105,2,1,30,29,28,36,68,0,1,105
2024,F141110111135,1Z27,41,佐賀大学,1,芸術地域デザイン学部,,1,芸術地域デザイン学科,W979,男,3,,,,,1,10,2,,,1,,,,,17,,,2,,,,,15,0,2,,,0,17,2,1,30,29,28,4,13,0,0,17
2024,F141110111135,1Z27,41,佐賀大学,1,芸術地域デザイン学部,,1,芸術地域デザイン学科,W979,女,7,,,,,4,73,7,,,2,,1,3,,97,,,6,,,,,81,8,2,,,6,97,2,1,30,29,28,9,84,0,4,97
2024,F141110111135,1Z46,41,佐賀大学,2,地域デザイン研究科,1,1,地域デザイン,W946,男,1,,,,,2,4,,,,,,,,,7,,,,,,,,5,2,,,,,7,4,3,2,1,30,1,6,0,0,7
2024,F141110111135,1Z46,41,佐賀大学,2,地域デザイン研究科,1,1,地域デザイン,W946,女,0,,,,,2,7,2,,,,,,2,,13,,,2,,,,,11,2,,,,,13,4,3,2,1,30,0,11,0,2,13
2024,F141110111135,1Z67,41,佐賀大学,2,先進健康科学研究科,1,1,先進健康科学,X9K7,男,1,,,,,,30,,,,1,,,,,32,,,,,,,,30,1,1,,,,32,4,3,2,1,30,2,30,0,0,32
2024,F141110111135,1Z67,41,佐賀大学,2,先進健康科学研究科,1,1,先進健康科学,X9K7,女,,,,,,,18,1,,,,,,,,19,,,1,,,,,14,,5,,,,19,4,3,2,1,30,0,19,0,0,19
2024,F141110111135,2X02,41,佐賀大学,2,理工学研究科（博士前期課程）,2,1,理工学専攻,J931,男,3,,,,,,138,4,,,,,1,3,,149,,,4,,,,,146,3,,,,,149,4,3,2,1,30,3,142,0,4,149
2024,F141110111135,2X02,41,佐賀大学,2,理工学研究科（博士前期課程）,2,1,理工学専攻,J931,女,1,,,,,,18,,,,,,,,,19,,,,,,,,16,3,,,,,19,4,3,2,1,30,1,18,0,0,19
2024,F141110111135,4G02,41,佐賀大学,2,工学系研究科（博士後期課程）,3,1,システム創成科学,X135,男,,,,,,2,8,1,,,1,,1,,,13,,,,3,,,,,8,,3,2,,13,3,2,1,30,29,1,11,0,1,13
2024,F141110111135,4G02,41,佐賀大学,2,工学系研究科（博士後期課程）,3,1,システム創成科学,X135,女,,,,,,,3,1,,,,,,,,4,,,,1,,,,,3,1,,,,4,3,2,1,30,29,0,4,0,0,4
2024,F141110111135,4M02,41,佐賀大学,1,医学部（医学科）,,1,医学科,M201,男,,,,,,,,,,51,,,2,,,53,,,,,,,,46,7,,,,,53,30,29,28,27,26,0,0,51,2,53
2024,F141110111135,4M02,41,佐賀大学,1,医学部（医学科）,,1,医学科,M201,女,,,,,,,,,,43,,,,1,,44,,,,,,,,40,4,,,,,44,30,29,28,27,26,0,0,43,1,44
2024,F141110111135,4X02,41,佐賀大学,2,理工学研究科（博士後期課程）,3,1,理工学,J931,男,,,,,,,3,2,,,,,,,,5,,,2,,1,,,5,,,,,,5,3,2,1,30,29,0,5,0,0,5
2024,F141110111135,4X02,41,佐賀大学,2,理工学研究科（博士後期課程）,3,1,理工学,J931,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F141110111135,6M02,41,佐賀大学,2,医学系研究科（博士課程）,4,1,医科学,M137,男,,,,,,1,7,,,,,,1,1,,10,,,,2,,,,1,4,1,1,1,2,10,2,1,30,29,28,0,8,0,2,10
2024,F141110111135,6M02,41,佐賀大学,2,医学系研究科（博士課程）,4,1,医科学,M137,女,,,,,,,5,,,,,,,,,5,,,,0,,,,1,,,,2,2,5,2,1,30,29,28,0,5,0,0,5
2024,F141110111135,GS32,41,佐賀大学,2,学校教育学研究科,5,1,教育実践探究,S274,男,,,,,,,8,,,,,,,,,8,,,,,,,,8,,,,,,8,4,3,2,1,30,0,8,0,0,8
2024,F141110111135,GS32,41,佐賀大学,2,学校教育学研究科,5,1,教育実践探究,S274,女,,,,,,,10,2,,,,,,,,12,,,2,,,,,12,,,,,,12,4,3,2,1,30,0,12,0,0,12
2024,F142110111189,1C09,42,長崎大学,1,経済学部,,1,総合経済学,C261,男,4,,,,,3,150,2,,,3,,1,7,,170,,,,,,,,131,25,2,2,1,9,170,2,1,30,29,28,7,155,0,8,170
2024,F142110111189,1C09,42,長崎大学,1,経済学部,,1,総合経済学,C261,女,1,,,,,6,91,1,,,,,3,,,102,,,,,,,,96,3,1,,,2,102,2,1,30,29,28,1,98,0,3,102
2024,F142110111189,1G01,42,長崎大学,1,工学部,,1,工学,J9T8,男,176,,,,,1,84,1,,,3,,3,,,268,,,1,,,,,235,19,8,6,,,268,2,1,30,29,28,179,86,0,3,268
2024,F142110111189,1G01,42,長崎大学,1,工学部,,1,工学,J9T8,女,24,,,,,,23,,,,,,,,,47,,,,,,,,44,3,,,,,47,2,1,30,29,28,24,23,0,0,47
2024,F142110111189,1K08,42,長崎大学,1,水産学部,,1,水産学,K801,男,45,,,3,,1,26,4,,,,,3,,,82,,,,,,,,75,5,2,,,,82,2,1,30,29,28,48,31,0,3,82
2024,F142110111189,1K08,42,長崎大学,1,水産学部,,1,水産学,K801,女,11,1,,,,,14,1,,,,,1,,,28,,,,,,,,27,1,,,,,28,2,1,30,29,28,12,15,0,1,28
2024,F142110111189,1M04,42,長崎大学,1,医学部（修業年限４年）,,1,保健学,O902,男,2,,,,,,15,,,,,,,,,17,,,,,,,,16,1,,,,,17,2,1,30,29,28,2,15,0,0,17
2024,F142110111189,1M04,42,長崎大学,1,医学部（修業年限４年）,,1,保健学,O902,女,14,,,,2,,76,,,,,2,,2,,96,,,,,,,,85,10,,,,1,96,2,1,30,29,28,16,76,0,4,96
