年度,学校コード,学部(研究科)番号,所在地,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,A大学院研究科,B大学学部,C短期大学本科,D専攻科,E別科,F自営業主等,G無期雇用労働者,H有期雇用労働者,I臨時労働者,臨床研修医(予定者を含む),専修学校・外国の学校等入学者,J(進学準備中),J(就職準備中),J(その他),不詳・死亡の者,7状況別計(a),左記A~Eのうち自営業者等無期(再掲),雇用契約期間1年以上フルタイム相当(再掲),左記Hのうち雇用契約期間が1年以上フルタイム勤務相当(再掲),8博士(再掲)満期退学,8博士(再掲)ポスドクH,8博士(再掲)ポスドクI,8博士(再掲)ポスドクJ,①年度入学,②年度入学,③年度入学,④年度入学,⑤年度入学,その他(編入),年度別計(a),入学年度①,入学年度②,入学年度③,入学年度④,入学年度⑤,進学者,就職者,臨床研修医,その他,合計（確認用）
2024,F142110111189,1M10,42,長崎大学,1,薬学部（修業年限４年）,,1,薬科学,M510,男,19,,,,,,1,,,,1,,,,,21,,,,,,,,19,1,1,,,,21,2,1,30,29,28,20,1,0,0,21
2024,F142110111189,1M10,42,長崎大学,1,薬学部（修業年限４年）,,1,薬科学,M510,女,11,,,,,,3,,,,,,,1,,15,,,,,,,,14,1,,,,,15,2,1,30,29,28,11,3,0,1,15
2024,F142110111189,1M32,42,長崎大学,2,医歯薬学総合研究科,1,1,保健学,O901,男,1,,,,,,4,,,,,,,,,5,1,,,,,,,5,,,,,,5,4,3,2,1,30,1,4,0,0,5
2024,F142110111189,1M32,42,長崎大学,2,医歯薬学総合研究科,1,1,保健学,O901,女,2,,,,,,17,1,,,,,,,,20,,,1,,,,,19,,,,1,,20,4,3,2,1,30,2,18,0,0,20
2024,F142110111189,1M32,42,長崎大学,2,医歯薬学総合研究科,1,1,災害・被ばく医療科学共同,O9B8,男,1,,,,,,2,,,,,,,,,3,,,,,,,,,3,,,,,3,4,3,2,1,30,1,2,0,0,3
2024,F142110111189,1M32,42,長崎大学,2,医歯薬学総合研究科,1,1,災害・被ばく医療科学共同,O9B8,女,3,,,,,,3,,,,,,,,,6,,,,,,,,2,4,,,,,6,4,3,2,1,30,3,3,0,0,6
2024,F142110111189,1S02,42,長崎大学,1,教育学部（教員養成）,,1,学校教育教員養成課程,U942,男,5,,,,,,37,12,,,1,,1,,,56,,,12,,,,,48,5,,2,1,,56,2,1,30,29,28,6,49,0,1,56
2024,F142110111189,1S02,42,長崎大学,1,教育学部（教員養成）,,1,学校教育教員養成課程,U942,女,5,,,,,,115,7,,,1,,,1,,129,,,4,,,,,123,6,,,,,129,2,1,30,29,28,6,122,0,1,129
2024,F142110111189,1X49,42,長崎大学,1,環境科学部,,1,環境科学,X919,男,23,,,,,,46,,,,1,,2,2,,74,,,,,,,,64,4,2,,2,2,74,2,1,30,29,28,24,46,0,4,74
2024,F142110111189,1X49,42,長崎大学,1,環境科学部,,1,環境科学,X919,女,12,1,,,,,41,1,,,,,2,,,57,,,,,,,,50,2,1,1,,3,57,2,1,30,29,28,13,42,0,2,57
2024,F142110111189,1Z19,42,長崎大学,1,多文化社会学部,,1,多文化社会学,X9N9,男,1,,,,,,21,,,,,2,1,1,,26,,,,,,,,14,12,,,,,26,2,1,30,29,28,1,21,0,4,26
2024,F142110111189,1Z19,42,長崎大学,1,多文化社会学部,,1,多文化社会学,X9N9,女,4,,,,,1,62,1,,,,2,,1,,71,,,,,,,,52,18,,,1,,71,2,1,30,29,28,4,64,0,3,71
2024,F142110111189,1Z60,42,長崎大学,1,情報データ科学部,,1,情報データ科学,X9V8,男,50,,,,,,19,,,,,,,3,,72,,,,,,,,72,,,,,,72,2,1,30,29,28,50,19,0,3,72
2024,F142110111189,1Z60,42,長崎大学,1,情報データ科学部,,1,情報データ科学,X9V8,女,7,,,,,,10,,,,,,,1,,18,,,,,,,,18,,,,,,18,2,1,30,29,28,7,10,0,1,18
2024,F142110111189,2C09,42,長崎大学,1,経済学部（夜間主）,,2,総合経済学,C261,男,1,,,,,2,21,,,,1,,,2,,27,,,,,,,,20,2,1,1,,3,27,2,1,30,29,28,2,23,0,2,27
2024,F142110111189,2C09,42,長崎大学,1,経済学部（夜間主）,,2,総合経済学,C261,女,,,,,,,17,,,,1,,,,,18,,,,,,,,15,2,,,,1,18,2,1,30,29,28,1,17,0,0,18
2024,F142110111189,2C09,42,長崎大学,2,経済学研究科,2,1,経済経営政策,C249,男,,,,,,,4,,,,,,1,,,5,,,,,,,,3,2,,,,,5,4,3,2,1,30,0,4,0,1,5
2024,F142110111189,2C09,42,長崎大学,2,経済学研究科,2,1,経済経営政策,C249,女,,,,,,,3,,,,,,3,1,,7,,,,,,,,6,1,,,,,7,4,3,2,1,30,0,3,0,4,7
2024,F142110111189,2G01,42,長崎大学,2,工学研究科,2,1,総合工学,J9P2,男,8,,,,,1,180,,,,,,5,1,,195,,,,,,,,186,8,1,,,,195,4,3,2,1,30,8,181,0,6,195
2024,F142110111189,2G01,42,長崎大学,2,工学研究科,2,1,総合工学,J9P2,女,4,,,,,,26,,,,,,2,,,32,,,,,,,,29,3,,,,,32,4,3,2,1,30,4,26,0,2,32
2024,F142110111189,2M32,42,長崎大学,2,医歯薬学総合研究科,2,1,生命薬科学,M332,男,2,,,,,,18,,,,,,,,,20,,,,,,,,20,,,,,,20,4,3,2,1,30,2,18,0,0,20
2024,F142110111189,2M32,42,長崎大学,2,医歯薬学総合研究科,2,1,生命薬科学,M332,女,2,,,,,,12,,,,,,,,,14,,,,,,,,12,2,,,,,14,4,3,2,1,30,2,12,0,0,14
2024,F142110111189,2M79,42,長崎大学,2,熱帯医学・グローバルヘルス研究科,2,1,グローバルヘルス,O9B7,男,3,,,,,,8,1,1,,,,,,,13,,,1,,,,,3,8,1,1,,,13,4,3,2,1,30,3,10,0,0,13
2024,F142110111189,2M79,42,長崎大学,2,熱帯医学・グローバルヘルス研究科,2,1,グローバルヘルス,O9B7,女,2,,,,,,12,10,,,,,,,,24,,,10,,1,,,,20,4,,,,24,4,3,2,1,30,2,22,0,0,24
2024,F142110111189,2Z18,42,長崎大学,2,水産・環境科学総合研究科,2,1,水産学,K801,男,1,,,,,,27,1,,,,,,,,29,,,,,,,,27,2,,,,,29,4,3,2,1,30,1,28,0,0,29
2024,F142110111189,2Z18,42,長崎大学,2,水産・環境科学総合研究科,2,1,水産学,K801,女,,,,,,,12,1,,,,,1,,,14,,,,,,,,13,1,,,,,14,4,3,2,1,30,0,13,0,1,14
2024,F142110111189,2Z18,42,長崎大学,2,水産・環境科学総合研究科,2,1,環境科学,L9C8,男,3,,,,,,8,,,,,,2,,,13,,,,,,,,,,8,5,,,13,4,3,2,1,30,3,8,0,2,13
2024,F142110111189,2Z18,42,長崎大学,2,水産・環境科学総合研究科,2,1,環境科学,L9C8,女,3,,,,,,5,,,,,,3,,,11,,,,,,,,,,7,3,1,,11,4,3,2,1,30,3,5,0,3,11
2024,F142110111189,2Z59,42,長崎大学,2,多文化社会学研究科,2,1,多文化社会学,X9I5,男,2,,,,,,,,,,,,2,,,4,,,,,,,,4,,,,,,4,4,3,2,1,30,2,0,0,2,4
2024,F142110111189,2Z59,42,長崎大学,2,多文化社会学研究科,2,1,多文化社会学,X9I5,女,1,,,,,1,4,,,,,,1,,,7,,,,,,,,6,,1,,,,7,4,3,2,1,30,1,5,0,1,7
2024,F142110111189,4C09,42,長崎大学,2,経済学研究科,3,1,経営意思決定,D975,男,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,1,3,2,1,30,29,0,1,0,0,1
2024,F142110111189,4C09,42,長崎大学,2,経済学研究科,3,1,経営意思決定,D975,女,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,3,2,1,30,29,0,0,0,1,1
2024,F142110111189,4G01,42,長崎大学,2,工学研究科,3,1,生産システム工学,J933,男,,,,,,,4,1,,,,,1,,,6,,,,,,,,3,2,1,,,,6,3,2,1,30,29,0,5,0,1,6
2024,F142110111189,4G01,42,長崎大学,2,工学研究科,3,1,生産システム工学,J933,女,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,1,3,2,1,30,29,0,1,0,0,1
2024,F142110111189,4M02,42,長崎大学,1,医学部（修業年限６年）,,1,医学,M201,男,,,,,,,,,,72,,,6,,,78,,,,,,,,63,9,1,2,,3,78,30,29,28,27,26,0,0,72,6,78
2024,F142110111189,4M02,42,長崎大学,1,医学部（修業年限６年）,,1,医学,M201,女,1,,,,,,,,,44,,,2,,,47,,,,,,,,38,8,,,,1,47,30,29,28,27,26,1,0,44,2,47
2024,F142110111189,4M08,42,長崎大学,1,歯学部（修業年限６年）,,1,歯学,M401,男,,,,,,,,,,20,,,1,,,21,,,,,,,,20,1,,,,,21,30,29,28,27,26,0,0,20,1,21
2024,F142110111189,4M08,42,長崎大学,1,歯学部（修業年限６年）,,1,歯学,M401,女,,,,,,,,,,21,1,,1,,,23,,,,,,,,21,2,,,,,23,30,29,28,27,26,1,0,21,1,23
2024,F142110111189,4M32,42,長崎大学,2,医歯薬学総合研究科,3,1,生命薬科学,M332,男,,,,,,,5,,,,,,,,,5,,,,,,,,5,,,,,,5,3,2,1,30,29,0,5,0,0,5
2024,F142110111189,4M32,42,長崎大学,2,医歯薬学総合研究科,3,1,生命薬科学,M332,女,,,,,,,3,,,,,,,,,3,,,,,,,,3,,,,,,3,3,2,1,30,29,0,3,0,0,3
2024,F142110111189,4M48,42,長崎大学,1,薬学部（修業年限６年）,,1,薬学,M501,男,1,,,,,,9,,,,,,1,,,11,,,,,,,,8,2,1,,,,11,30,29,28,27,26,1,9,0,1,11
2024,F142110111189,4M48,42,長崎大学,1,薬学部（修業年限６年）,,1,薬学,M501,女,,,,,,,21,,,,,1,,,,22,,,,,,,,22,,,,,,22,30,29,28,27,26,0,21,0,1,22
2024,F142110111189,4M79,42,長崎大学,2,熱帯医学・グローバルヘルス研究科,3,1,グローバルヘルス,O9B7,男,,,,,,,1,1,,,,,,,,2,,,,,1,,,,2,,,,,2,3,2,1,30,29,0,2,0,0,2
2024,F142110111189,4M79,42,長崎大学,2,熱帯医学・グローバルヘルス研究科,3,1,グローバルヘルス,O9B7,女,,,,,,,,2,,,,,,,,2,,,1,,1,,,,2,,,,,2,3,2,1,30,29,0,2,0,0,2
2024,F142110111189,4M79,42,長崎大学,2,熱帯医学・グローバルヘルス研究科,3,1,長崎大学ーロンドン大学衛生・熱帯医学大学院国際連,O9C4,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F142110111189,4M79,42,長崎大学,2,熱帯医学・グローバルヘルス研究科,3,1,長崎大学ーロンドン大学衛生・熱帯医学大学院国際連,O9C4,女,,,,,,,2,1,,,,,1,,,4,,,1,,1,,,,,3,1,,,4,3,2,1,30,29,0,3,0,1,4
2024,F142110111189,4Z18,42,長崎大学,2,水産・環境科学総合研究科,3,1,環境海洋資源学,L9D8,男,,,,,,,3,,,,,,,2,,5,,,,1,,,,2,1,2,,,,5,3,2,1,30,29,0,3,0,2,5
2024,F142110111189,4Z18,42,長崎大学,2,水産・環境科学総合研究科,3,1,環境海洋資源学,L9D8,女,,,,,,,1,2,,,,,,1,,4,,,,2,,,,2,2,,,,,4,3,2,1,30,29,0,3,0,1,4
2024,F142110111189,4Z59,42,長崎大学,2,多文化社会学研究科,3,1,多文化社会学,X9I5,男,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,1,3,2,1,30,29,0,1,0,0,1
2024,F142110111189,4Z59,42,長崎大学,2,多文化社会学研究科,3,1,多文化社会学,X9I5,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,30,29,0,0,0,0,0
2024,F142110111189,5G01,42,長崎大学,2,工学研究科,4,1,グリーンシステム創成科学,J9EB,男,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,1,1,30,29,28,27,0,1,0,0,1
2024,F142110111189,5G01,42,長崎大学,2,工学研究科,4,1,グリーンシステム創成科学,J9EB,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,29,28,27,0,0,0,0,0
2024,F142110111189,6M32,42,長崎大学,2,医歯薬学総合研究科,4,1,医療科学,M1E4,男,,,,,,1,34,7,,,,,,,,42,,,7,4,,,,17,5,19,,,1,42,2,1,30,29,28,0,42,0,0,42
2024,F142110111189,6M32,42,長崎大学,2,医歯薬学総合研究科,4,1,医療科学,M1E4,女,,,,,,,15,6,,,,,,3,,24,,,5,5,1,,,8,5,11,,,,24,2,1,30,29,28,0,21,0,3,24
2024,F142110111189,6M32,42,長崎大学,2,医歯薬学総合研究科,4,1,新興感染症病態制御学系,M193,男,,,,,,,8,2,,,,,,,,10,,,2,,1,,,7,1,2,,,,10,2,1,30,29,28,0,10,0,0,10
2024,F142110111189,6M32,42,長崎大学,2,医歯薬学総合研究科,4,1,新興感染症病態制御学系,M193,女,,,,,,,2,2,,,,,,,,4,,,2,,1,,,2,1,,,,1,4,2,1,30,29,28,0,4,0,0,4
2024,F142110111189,6M32,42,長崎大学,2,医歯薬学総合研究科,4,1,放射線医療科学,M1E5,男,,,,,,,1,1,,,,,1,,,3,,,1,,1,,,3,,,,,,3,2,1,30,29,28,0,2,0,1,3
2024,F142110111189,6M32,42,長崎大学,2,医歯薬学総合研究科,4,1,放射線医療科学,M1E5,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F142110111189,6M32,42,長崎大学,2,医歯薬学総合研究科,4,1,先進予防医学共同,M1M2,男,,,,,,,2,1,,,,,,,,3,,,1,,,,,1,2,,,,,3,2,1,30,29,28,0,3,0,0,3
2024,F142110111189,6M32,42,長崎大学,2,医歯薬学総合研究科,4,1,先進予防医学共同,M1M2,女,,,,,,,5,1,,,,,,,,6,,,1,,,,,2,2,,,,2,6,2,1,30,29,28,0,6,0,0,6
2024,F142110111189,GS01,42,長崎大学,2,教育学研究科,5,1,教職実践,S250,男,,,,,,,14,,,,,,,,,14,,,,,,,,6,5,3,,,,14,5,4,3,2,1,0,14,0,0,14
2024,F142110111189,GS01,42,長崎大学,2,教育学研究科,5,1,教職実践,S250,女,,,,,,,16,,,,,,,,,16,,,,,,,,6,7,3,,,,16,5,4,3,2,1,0,16,0,0,16
2024,F142210111196,1C27,42,長崎県立大学,1,経営学部,,1,経営,C205,男,,,,,,,74,,,,1,,1,3,,79,,,,,,,,70,5,2,,2,,79,2,1,30,29,28,1,74,0,4,79
2024,F142210111196,1C27,42,長崎県立大学,1,経営学部,,1,経営,C205,女,,,,,,,53,,,,,,,3,,56,,,,,,,,54,1,1,,,,56,2,1,30,29,28,0,53,0,3,56
2024,F142210111196,1C27,42,長崎県立大学,1,経営学部,,1,国際経営,C225,男,,,,,,,15,,,,,,1,2,,18,,,,,,,,16,1,1,,,,18,2,1,30,29,28,0,15,0,3,18
2024,F142210111196,1C27,42,長崎県立大学,1,経営学部,,1,国際経営,C225,女,,,,,,,33,1,,,,,2,2,,38,,,1,,,,,31,4,3,,,,38,2,1,30,29,28,0,34,0,4,38
2024,F142210111196,1C59,42,長崎県立大学,1,国際社会学部,,1,国際社会学部,C322,男,,,,,,,14,,,,,,,,,14,,,,,,,,12,1,,,1,,14,2,1,30,29,28,0,14,0,0,14
2024,F142210111196,1C59,42,長崎県立大学,1,国際社会学部,,1,国際社会学部,C322,女,,,,,,,37,,,,,,,2,,39,,,,,,,,35,3,1,,,,39,2,1,30,29,28,0,37,0,2,39
2024,F142210111196,1C66,42,長崎県立大学,1,地域創造学部,,1,公共政策,C2J9,男,2,,,,,,64,1,,,,,5,2,,74,,,1,,,,,65,7,2,,,,74,2,1,30,29,28,2,65,0,7,74
2024,F142210111196,1C66,42,長崎県立大学,1,地域創造学部,,1,公共政策,C2J9,女,1,,,,,,43,,,,,,,1,,45,,,,,,,,43,1,,,1,,45,2,1,30,29,28,1,43,0,1,45
2024,F142210111196,1C66,42,長崎県立大学,1,地域創造学部,,1,実践経済,C2D5,男,,,,,,,77,,,,1,,1,,,79,,,,,,,,74,3,1,1,,,79,2,1,30,29,28,1,77,0,1,79
2024,F142210111196,1C66,42,長崎県立大学,1,地域創造学部,,1,実践経済,C2D5,女,,,,,,,42,,,,,,,,,42,,,,,,,,42,,,,,,42,2,1,30,29,28,0,42,0,0,42
2024,F142210111196,1G56,42,長崎県立大学,1,情報システム学部,,1,情報システム学科,G267,男,,,,,,1,24,,,,,,,2,,27,,,,,,,,24,2,1,,,,27,2,1,30,29,28,0,25,0,2,27
2024,F142210111196,1G56,42,長崎県立大学,1,情報システム学部,,1,情報システム学科,G267,女,1,,,,,,10,,,,,,,,,11,,,,,,,,11,,,,,,11,2,1,30,29,28,1,10,0,0,11
2024,F142210111196,1G56,42,長崎県立大学,1,情報システム学部,,1,情報セキュリティ学科,G2K5,男,4,,,,,,26,,,,,,,,,30,,,,,,,,28,1,1,,,,30,2,1,30,29,28,4,26,0,0,30
2024,F142210111196,1G56,42,長崎県立大学,1,情報システム学部,,1,情報セキュリティ学科,G2K5,女,,,,,,,9,,,,,,,,,9,,,,,,,,7,2,,,,,9,2,1,30,29,28,0,9,0,0,9
2024,F142210111196,1M32,42,長崎県立大学,1,看護栄養学部,,1,看護学科,M601,男,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,2,1,30,29,28,0,1,0,0,1
2024,F142210111196,1M32,42,長崎県立大学,1,看護栄養学部,,1,看護学科,M601,女,5,,,,1,,38,2,,,,,4,1,,51,,,2,,,,,51,,,,,,51,2,1,30,29,28,6,40,0,5,51
2024,F142210111196,1M32,42,長崎県立大学,1,看護栄養学部,,1,栄養健康学科,O936,男,,,,,,,4,,,,,,,2,,6,,,,,,,,5,1,,,,,6,2,1,30,29,28,0,4,0,2,6
2024,F142210111196,1M32,42,長崎県立大学,1,看護栄養学部,,1,栄養健康学科,O936,女,2,,,,,,31,,,,,,1,2,,36,,,,,,,,34,1,,1,,,36,2,1,30,29,28,2,31,0,3,36
2024,F142210111196,1Z78,42,長崎県立大学,2,地域創生研究科,1,1,地域社会マネジメント,X9N3,男,,,,,,1,11,,,,,,,,,12,,,,,,,,5,3,4,,,,12,4,3,2,1,30,0,12,0,0,12
2024,F142210111196,1Z78,42,長崎県立大学,2,地域創生研究科,1,1,地域社会マネジメント,X9N3,女,,,,,,,5,,,,,,2,,,7,,,,,,,,3,3,1,,,,7,4,3,2,1,30,0,5,0,2,7
2024,F142210111196,1Z78,42,長崎県立大学,2,地域創生研究科,1,1,情報工学,G213,男,,,,,,,4,,,,,,,1,,5,,,,,,,,5,,,,,,5,4,3,2,1,30,0,4,0,1,5
2024,F142210111196,1Z78,42,長崎県立大学,2,地域創生研究科,1,1,情報工学,G213,女,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,1,4,3,2,1,30,0,1,0,0,1
2024,F142210111196,1Z78,42,長崎県立大学,2,地域創生研究科,1,1,人間健康科学,D9E2,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F142210111196,1Z78,42,長崎県立大学,2,地域創生研究科,1,1,人間健康科学,D9E2,女,,,,,,,9,,,,,,,1,,10,,,,,,,,9,,1,,,,10,4,3,2,1,30,0,9,0,1,10
2024,F143110111295,1A01,43,熊本大学,1,文学部,,1,総合人間,B9F2,男,4,,,,,,17,,,,,,,,,21,,,,,,,,18,0,3,0,0,0,21,2,1,30,29,28,4,17,0,0,21
2024,F143110111295,1A01,43,熊本大学,1,文学部,,1,総合人間,B9F2,女,1,,,,,,27,,,,,1,,,,29,,,,,,,,28,1,0,0,0,0,29,2,1,30,29,28,1,27,0,1,29
2024,F143110111295,1A01,43,熊本大学,1,文学部,,1,歴史,A209,男,4,,,,,,14,,,,1,,,,,19,,,,,,,,16,2,0,0,1,0,19,2,1,30,29,28,5,14,0,0,19
2024,F143110111295,1A01,43,熊本大学,1,文学部,,1,歴史,A209,女,1,,,,,,16,1,,,,,3,,,21,,,,,,,,19,1,1,0,0,0,21,2,1,30,29,28,1,17,0,3,21
2024,F143110111295,1A01,43,熊本大学,1,文学部,,1,文,A101,男,,,,,,1,9,1,,,,,,,,11,,,,,,,,7,3,1,0,0,0,11,2,1,30,29,28,0,11,0,0,11
2024,F143110111295,1A01,43,熊本大学,1,文学部,,1,文,A101,女,1,,,,,,29,,,,2,,1,,,33,,,,,,,,32,0,0,1,0,0,33,2,1,30,29,28,3,29,0,1,33
2024,F143110111295,1A01,43,熊本大学,1,文学部,,1,コミュニケーション情報,B9F3,男,,,,,,,8,,,,,,,1,,9,,,,,,,,7,1,1,0,0,0,9,2,1,30,29,28,0,8,0,1,9
2024,F143110111295,1A01,43,熊本大学,1,文学部,,1,コミュニケーション情報,B9F3,女,1,,,,,,23,,,,1,,,,,25,,,,,,,,19,6,0,0,0,0,25,2,1,30,29,28,2,23,0,0,25
2024,F143110111295,1C05,43,熊本大学,1,法学部,,1,法,C101,男,6,,,,,,83,,,,1,,4,2,,96,,,,,,,,89,4,2,1,,,96,2,1,30,29,28,7,83,0,6,96
2024,F143110111295,1C05,43,熊本大学,1,法学部,,1,法,C101,女,8,,,,,,80,1,,,1,1,2,,,93,,,1,,,,,86,4,2,,,1,93,2,1,30,29,28,9,81,0,3,93
2024,F143110111295,1E01,43,熊本大学,1,理学部,,1,理学,F901,男,71,,,,,1,31,6,,,,,6,2,,117,,,3,,,,,99,13,5,,,,117,2,1,30,29,28,71,38,0,8,117
2024,F143110111295,1E01,43,熊本大学,1,理学部,,1,理学,F901,女,21,,,,,,24,2,,,1,,2,,,50,,,1,,,,,45,3,2,,,,50,2,1,30,29,28,22,26,0,2,50
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,情報電気電子工,G2B7,男,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,2,,2,2,1,30,29,28,0,2,0,0,2
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,情報電気電子工,G2B7,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,土木建築,G398,男,57,,,,,,42,1,,,1,,,,,101,,,,,,,,76,9,3,,,13,101,2,1,30,29,28,58,43,0,0,101
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,土木建築,G398,女,16,,,,,,18,,,,,,2,,,36,,,,,,,,32,,,,,4,36,2,1,30,29,28,16,18,0,2,36
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,機械数理工,G183,男,74,,,,,,13,,,,1,3,1,0,,92,,,,,,,,71,8,,,,13,92,2,1,30,29,28,75,13,0,4,92
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,機械数理工,G183,女,6,,,,,,3,,,,,,,,,9,,,,,,,,6,1,,,,2,9,2,1,30,29,28,6,3,0,0,9
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,情報電気工,G2L1,男,109,,,,,1,38,2,,,,,,,,150,,,2,,,,,104,14,9,,,23,150,2,1,30,29,28,109,41,0,0,150
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,情報電気工,G2L1,女,11,,,,,,6,,,,,,,,,17,,,,,,,,14,1,,,,2,17,2,1,30,29,28,11,6,0,0,17
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,材料・応用化,G4A4,男,62,,,,,,16,1,,,,,1,1,,81,,,,,,,,58,12,5,,,6,81,2,1,30,29,28,62,17,0,2,81
2024,F143110111295,1G01,43,熊本大学,1,工学部,,1,材料・応用化,G4A4,女,38,,,,,,15,,,,1,,,,,54,,,,,,,,49,1,2,,,2,54,2,1,30,29,28,39,15,0,0,54
2024,F143110111295,1M04,43,熊本大学,1,医学部（修業年限4年）,,1,保健,O902,男,2,,,,,,25,,,,,,1,,,28,,,,,,,,25,1,2,,,,28,2,1,30,29,28,2,25,0,1,28
2024,F143110111295,1M04,43,熊本大学,1,医学部（修業年限4年）,,1,保健,O902,女,3,,,,1,,96,2,,,,,1,,,103,,,2,,,,,99,4,,,,,103,2,1,30,29,28,4,98,0,1,103
2024,F143110111295,1M10,43,熊本大学,1,薬学部（修業年限4年）,,1,創薬・生命薬科,M525,男,25,,,,,,,,,,,,,,,25,,,,,,,,23,2,,,,,25,2,1,30,29,28,25,0,0,0,25
2024,F143110111295,1M10,43,熊本大学,1,薬学部（修業年限4年）,,1,創薬・生命薬科,M525,女,10,,,,,,,,,,,,1,,,11,,,,,,,,11,,,,,,11,2,1,30,29,28,10,0,0,1,11
2024,F143110111295,1M31,43,熊本大学,2,医学教育部,1,1,医科学,M137,男,5,,,,,,2,,,,,,,,,7,,,,,,,,7,,,,,,7,4,3,2,1,30,5,2,0,0,7
2024,F143110111295,1M31,43,熊本大学,2,医学教育部,1,1,医科学,M137,女,1,,,,,,2,2,,,,,,,,5,,,,,,,,4,1,,,,,5,4,3,2,1,30,1,4,0,0,5
2024,F143110111295,1S01,43,熊本大学,2,教育学研究科,1,1,学校教育実践,S222,男,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,1,4,3,2,1,30,0,1,0,0,1
2024,F143110111295,1S01,43,熊本大学,2,教育学研究科,1,1,学校教育実践,S222,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,30,0,0,0,0,0
2024,F143110111295,1S02,43,熊本大学,1,教育学部,,1,小学校教員養成,S201,男,3,,,,,,33,4,,,,,,,,40,,,,,,,,35,3,2,,,,40,2,1,30,29,28,3,37,0,0,40
2024,F143110111295,1S02,43,熊本大学,1,教育学部,,1,小学校教員養成,S201,女,5,,,2,,1,63,1,,,,,,,,72,,,1,,,,,71,,,1,,,72,2,1,30,29,28,7,65,0,0,72
2024,F143110111295,1S02,43,熊本大学,1,教育学部,,1,中学校教員養成,S401,男,9,,,,,,22,6,,,,,1,,,38,,,4,,,,,36,,2,,,,38,2,1,30,29,28,9,28,0,1,38
2024,F143110111295,1S02,43,熊本大学,1,教育学部,,1,中学校教員養成,S401,女,3,,,,,1,27,7,,,,,,,,38,,,1,,,,,33,3,1,,1,,38,2,1,30,29,28,3,35,0,0,38
2024,F143110111295,1S02,43,熊本大学,1,教育学部,,1,特別支援教育教員養成,T601,男,1,,,,,,5,,,,,,,,,6,,,,,,,,5,1,,,,,6,2,1,30,29,28,1,5,0,0,6
2024,F143110111295,1S02,43,熊本大学,1,教育学部,,1,特別支援教育教員養成,T601,女,1,,,,,,14,,,,,,,,,15,,,,,,,,14,1,,,,,15,2,1,30,29,28,1,14,0,0,15
2024,F143110111295,1S02,43,熊本大学,1,教育学部,,1,養護教諭養成,U907,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,30,29,28,0,0,0,0,0
2024,F143110111295,1S02,43,熊本大学,1,教育学部,,1,養護教諭養成,U907,女,,,,1,,,18,8,,,1,,4,,,32,,,,,,,,31,,1,,,,32,2,1,30,29,28,2,26,0,4,32
2024,F143110111295,2G74,43,熊本大学,2,自然科学教育部,2,1,理学,F973,男,7,,,,,,56,,,,,,4,,,67,,,,,,,,63,4,,,,,67,4,3,2,1,30,7,56,0,4,67
2024,F143110111295,2G74,43,熊本大学,2,自然科学教育部,2,1,理学,F973,女,2,,,,,,14,,,,,,,,,16,,,,,,,,16,,,,,,16,4,3,2,1,30,2,14,0,0,16
2024,F143110111295,2G74,43,熊本大学,2,自然科学教育部,2,1,土木建築学,G394,男,5,,,,,,56,1,,,,,2,1,,65,,,,,,,,58,7,,,,,65,4,3,2,1,30,5,57,0,3,65
2024,F143110111295,2G74,43,熊本大学,2,自然科学教育部,2,1,土木建築学,G394,女,2,,,,,,14,1,,,,1,,,,18,,,1,,,,,16,2,,,,,18,4,3,2,1,30,2,15,0,1,18
