年度,学校コード,学部(研究科)番号,所在地,連番,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,b-1研究者,b-2農林水産技術者,b-3製造技術者（開発）機械,b-3製造技術者（開発）電気,b-3製造技術者（開発）科学,b-3製造技術者（開発）その他,b-4製造技術者（開発を除く）機械,b-4製造技術者（開発を除く）電気,b-4製造技術者（開発を除く）科学,b-4製造技術者（開発を除く）その他,b-5建築・土木・測量技術者,b-6情報処理・通信技術者,b-7その他の技術者,b-8教員_幼稚園,b-8教員_小学校,b-8教員_中学校,b-8教員_高等学校,b-8教員_中等教育学校,b-8教員_高等専門学校,b-8教員_短期大学,b-8教員_大学,b-8教員_特別支援学校,b-8教員_その他,b-9医師，歯科医師,b-9獣医師,b-9薬剤師,b-10保健師，助産師，看護師,b-11医療技術者,b-12その他の保健医療従事者(栄養士),b-12その他の保健医療従事者(その他),b-13美術・写真・デザイナー・音楽・舞台,b-14その他,a管理的職業従事者,c事務従事者,d販売従事者,eサービス職業従事者,f保安職業従事者,g-1農林業従事者,g-2漁業従事者,h生産工程従事者,i輸送・機械運転従事者,j建設・採掘従事者,k運搬・清掃・包装等従事者,左記以外（職）,職業別計,A農業・林業,B漁業,C鉱業・採石業・砂利採取業,D建設業,E-1食料品・飲料・たばこ・飼料製造業,E-2繊維工業,E-3印刷・同関連業,E-4化学工業・石油製品・石炭製品製造業,E-5鉄鋼業・非鉄金属・金属製品製造業,E-6はん用・生産用・業務用機械器具製造業,E-7電子部品・デバイス・電子回路製造業,E-8電気・情報通信機械器具製造業,E-9輸送用機械器具製造業,E-10その他の製造業,F電気・ガス・熱供給・水道業,G情報通信業,H運輸業・郵便業,I-1卸売業,I-2小売業,J-1金融業,J-2保険業,K-1不動産取引・賃貸・管理業,K-2物品賃貸業,L-1学術・開発研究機関,L-2法務,L-3その他の専門技術サービス業,M宿泊業，飲食サービス業,N生活関連サービス業，娯楽業,O-1学校教育,O-2その他の教育、学習支援業,P-1保険業、保険衛生,P-2社会保険・社会福祉・介護事業,Q複合サービス事業,R-1宗教,R-2その他のサービス業,S-1国家公務,S-2地方公務,左記以外（産）,産業別計
2024,F126110107407,1X42,26,1,京都大学,2,人間・環境学研究科,1,1,相関環境学,X941,男,6,,,,3,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,3,,1,,,,,,,,2,18,,,,,1,,,4,1,,1,3,3,,1,,,,,,,,,,,2,,,1,,,,,,,1,,,18
2024,F126110107407,1X42,26,1,京都大学,2,人間・環境学研究科,1,1,相関環境学,X941,女,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,3
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,文献文化学,A1B1,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,文献文化学,A1B1,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,歴史文化学,A215,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,2
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,歴史文化学,A215,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,現代文化学,B949,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,現代文化学,B949,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,思想文化学,B953,男,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,思想文化学,B953,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,行動文化学,B958,男,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
2024,F126110107407,4A01,26,1,京都大学,2,文学研究科,3,1,行動文化学,B958,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4C01,26,1,京都大学,2,法学研究科,3,1,法政理論,C156,男,7,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,1,,,,,,,,,,,3,15,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,10,,,,,,,1,,2,15
2024,F126110107407,4C01,26,1,京都大学,2,法学研究科,3,1,法政理論,C156,女,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,1,5
2024,F126110107407,4C09,26,1,京都大学,2,経済学研究科,3,1,経済学,C203,男,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,,1,7
2024,F126110107407,4C09,26,1,京都大学,2,経済学研究科,3,1,経済学,C203,女,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,4
2024,F126110107407,4D32,26,1,京都大学,2,経営管理教育部,3,1,経営科学,F9A7,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
2024,F126110107407,4D32,26,1,京都大学,2,経営管理教育部,3,1,経営科学,F9A7,女,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,数学・数理解析,E112,男,8,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,1,10
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,数学・数理解析,E112,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,物理学・宇宙物理学,E213,男,16,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,20,,,,,,,,1,,,,,,,,4,,1,,,,,,7,,,,,7,,,,,,,,,,20
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,物理学・宇宙物理学,E213,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,化学,E301,男,8,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,,,1,,4,,,,,1,1,,2,,,,,,,,,,,,,3,,,,,,,,2,1,15
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,化学,E301,女,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,3
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,生物科学,E410,男,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,6,,,,,,,,,,10
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,生物科学,E410,女,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,3
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,地球惑星科学,E513,男,4,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,3,,,,,,,,,2,8
2024,F126110107407,4E01,26,1,京都大学,2,理学研究科,3,1,地球惑星科学,E513,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4E20,26,1,京都大学,2,地球環境学舎,3,1,地球環境学,X230,男,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,,,,,,,,,,4
2024,F126110107407,4E20,26,1,京都大学,2,地球環境学舎,3,1,地球環境学,X230,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,,,2,,,1,7
2024,F126110107407,4E20,26,1,京都大学,2,地球環境学舎,3,1,環境マネジメント,X931,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2
2024,F126110107407,4E20,26,1,京都大学,2,地球環境学舎,3,1,環境マネジメント,X931,女,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,2
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,電気工学,G201,男,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,3
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,電気工学,G201,女,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,電子工学,G202,男,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,4
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,電子工学,G202,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,建築学,G303,男,4,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,3,10,,,,1,,,,,,,,,,,1,,,,,,,,,1,,2,,,5,,,,,,,,,,10
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,建築学,G303,女,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,3
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,社会基盤工学,G338,男,4,,,,,1,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,1,,,,,,,1,,,,,,1,,,,,,,2,,,,,4,,,,,,1,,,3,13
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,社会基盤工学,G338,女,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,都市環境工学,G344,男,2,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,1,6
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,都市環境工学,G344,女,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,都市社会工学,G360,男,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,2,,,,,,,,,1,6
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,都市社会工学,G360,女,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,化学工学,G410,男,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,化学工学,G410,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,高分子化学,G418,男,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,高分子化学,G418,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,材料化学,G425,男,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,材料化学,G425,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,分子工学,G426,男,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5
2024,F126110107407,4G01,26,1,京都大学,2,工学研究科,3,1,分子工学,G426,女,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,物質エネルギー化学,G444,男,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,6,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,6
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,物質エネルギー化学,G444,女,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,合成・生物化学,G445,男,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,5,,,,,,,,,,8
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,合成・生物化学,G445,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,原子核工学,G601,男,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,2
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,原子核工学,G601,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,航空宇宙工学,H304,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,航空宇宙工学,H304,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,材料工学,J910,男,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,1,,,,,,,,,,6
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,材料工学,J910,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,マイクロエンジニアリング,J9AK,男,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,マイクロエンジニアリング,J9AK,女,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,機械理工学,J9X2,男,3,,2,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,9,,,,,,,,1,1,,,2,,,,,,,,,,,,2,,1,,,1,,,,,,,,,1,9
2024,F126110107407,4G01,26,2,京都大学,2,工学研究科,3,1,機械理工学,J9X2,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,知能情報学,G273,男,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,,,,,,,,,3,,,,1,,,,,,,,4,,,,,1,,,,,,,,,2,11
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,知能情報学,G273,女,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,2
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,通信情報システム,G274,男,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,1,1,,,2,,,,,,,,,,2,,,,,,,,,,,,1,7
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,通信情報システム,G274,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,社会情報学,J9K1,男,4,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,3,,,,,,,,1,1,8
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,社会情報学,J9K1,女,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,先端数理科学,J9GI,男,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,2
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,先端数理科学,J9GI,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,数理工学,J9K3,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,3
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,数理工学,J9K3,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,システム科学,J9K4,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,3
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,システム科学,J9K4,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,情報学,G2G9,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2024,F126110107407,4G15,26,1,京都大学,2,情報学研究科,3,1,情報学,G2G9,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G19,26,1,京都大学,2,エネルギー科学研究科,3,1,エネルギー社会・環境科学,J9F2,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4G19,26,1,京都大学,2,エネルギー科学研究科,3,1,エネルギー社会・環境科学,J9F2,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G19,26,1,京都大学,2,エネルギー科学研究科,3,1,エネルギー基礎科学,J9F3,男,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,3
2024,F126110107407,4G19,26,1,京都大学,2,エネルギー科学研究科,3,1,エネルギー基礎科学,J9F3,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G19,26,1,京都大学,2,エネルギー科学研究科,3,1,エネルギー変換科学,J9F4,男,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,2
2024,F126110107407,4G19,26,1,京都大学,2,エネルギー科学研究科,3,1,エネルギー変換科学,J9F4,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4G19,26,1,京都大学,2,エネルギー科学研究科,3,1,エネルギー応用科学,J9F5,男,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4G19,26,1,京都大学,2,エネルギー科学研究科,3,1,エネルギー応用科学,J9F5,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,農学,K101,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,農学,K101,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,生物資源経済学,K409,男,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,生物資源経済学,K409,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,森林科学,K504,男,3,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,1,6
2024,F126110107407,4K01,26,1,京都大学,2,農学研究科,3,1,森林科学,K504,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
