年度,学校コード,学部(研究科)番号,所在地,連番,学校名,学校種別,学部・研究科名,課程別,昼夜別,学科・専攻名,符号,性別,b-1研究者,b-2農林水産技術者,b-3製造技術者（開発）機械,b-3製造技術者（開発）電気,b-3製造技術者（開発）科学,b-3製造技術者（開発）その他,b-4製造技術者（開発を除く）機械,b-4製造技術者（開発を除く）電気,b-4製造技術者（開発を除く）科学,b-4製造技術者（開発を除く）その他,b-5建築・土木・測量技術者,b-6情報処理・通信技術者,b-7その他の技術者,b-8教員_幼稚園,b-8教員_小学校,b-8教員_中学校,b-8教員_高等学校,b-8教員_中等教育学校,b-8教員_高等専門学校,b-8教員_短期大学,b-8教員_大学,b-8教員_特別支援学校,b-8教員_その他,b-9医師，歯科医師,b-9獣医師,b-9薬剤師,b-10保健師，助産師，看護師,b-11医療技術者,b-12その他の保健医療従事者(栄養士),b-12その他の保健医療従事者(その他),b-13美術・写真・デザイナー・音楽・舞台,b-14その他,a管理的職業従事者,c事務従事者,d販売従事者,eサービス職業従事者,f保安職業従事者,g-1農林業従事者,g-2漁業従事者,h生産工程従事者,i輸送・機械運転従事者,j建設・採掘従事者,k運搬・清掃・包装等従事者,左記以外（職）,職業別計,A農業・林業,B漁業,C鉱業・採石業・砂利採取業,D建設業,E-1食料品・飲料・たばこ・飼料製造業,E-2繊維工業,E-3印刷・同関連業,E-4化学工業・石油製品・石炭製品製造業,E-5鉄鋼業・非鉄金属・金属製品製造業,E-6はん用・生産用・業務用機械器具製造業,E-7電子部品・デバイス・電子回路製造業,E-8電気・情報通信機械器具製造業,E-9輸送用機械器具製造業,E-10その他の製造業,F電気・ガス・熱供給・水道業,G情報通信業,H運輸業・郵便業,I-1卸売業,I-2小売業,J-1金融業,J-2保険業,K-1不動産取引・賃貸・管理業,K-2物品賃貸業,L-1学術・開発研究機関,L-2法務,L-3その他の専門技術サービス業,M宿泊業，飲食サービス業,N生活関連サービス業，娯楽業,O-1学校教育,O-2その他の教育、学習支援業,P-1保険業、保険衛生,P-2社会保険・社会福祉・介護事業,Q複合サービス事業,R-1宗教,R-2その他のサービス業,S-1国家公務,S-2地方公務,左記以外（産）,産業別計
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,メディカル情報生命,O9B6,男,,,1,,1,2,,,1,,,9,2,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,2,21,,,,,1,,,1,,1,,1,,3,,8,,,,1,2,,,,,1,,,,,1,,1,,,,,,21
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,メディカル情報生命,O9B6,女,2,,,,1,2,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,,,,,,,2,15,,,,,,,,2,,,,,,3,,1,,,,,,,,,,,,,,,4,,1,,,1,,3,15
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,自然環境学,X115,男,1,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,2,10,,,,1,,,,,,,,,,2,1,,,,,1,,1,,1,,1,,,,,,,,,1,1,,,10
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,自然環境学,X115,女,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,1,2,,,,,,,,2,9,,,1,,1,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,2,1,,1,9
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,環境システム（科）（学）,X119,男,1,,1,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,1,,,,2,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,7
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,環境システム（科）（学）,X119,女,1,,,,1,1,1,,,1,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,8,,,,1,,,,2,,,,,1,1,,2,,,,,,,,1,,,,,,,,,,,,,,,8
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,人間環境学,X205,男,1,,9,2,,,4,3,,,,10,,,,,,,,,,,,,,,,,,,,1,,,1,3,,,,,,,,,34,,,,1,,,,,,2,4,5,4,1,,6,,,1,3,,,,1,,1,,,,,,,1,,,,1,3,34
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,人間環境学,X205,女,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,1,5
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,社会文化環境学,X234,男,1,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,13,,,,4,,,,,,,,,,,,1,1,1,,,,2,,,,3,,,,,,,,,,,,1,13
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,社会文化環境学,X234,女,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,9,,,,3,,,,,,,,,,,,1,,,,,,1,,,,1,,,1,,,,,,1,,,1,9
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,国際協力学,X308,男,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,3,,1,,,,,,,,1,8,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,1,,,,1,1,,2,8
2024,F113110102700,2X63,12,1,東京大学,2,新領域創成科学研究科,2,1,国際協力学,X308,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,1,,,,,,,,,4,9,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3,,3,9
2024,F113110102700,2X63,12,2,東京大学,2,新領域創成科学研究科,2,1,海洋技術環境学,X1A6,男,1,,2,1,,,,,1,,1,4,3,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,2,17,,,,1,,,,1,,,1,,2,1,1,3,3,,,,,,,,,2,,,,,,,,,1,1,,,17
2024,F113110102700,2X63,12,2,東京大学,2,新領域創成科学研究科,2,1,海洋技術環境学,X1A6,女,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
2024,F113110102700,2X81,13,1,東京大学,2,学際情報学教育部（府）,2,1,学際情報学,X920,男,6,,,,,,,,,,,13,1,,,,,,,,1,,,,,,,1,,1,2,1,1,1,,5,,,,,,,,,33,,,,,1,,,,,,,,,,1,12,,1,,,,,,4,,3,,2,1,,4,,1,,3,,,,33
2024,F113110102700,2X81,13,1,東京大学,2,学際情報学教育部（府）,2,1,学際情報学,X920,女,3,,,1,,1,,,,,,8,2,,,,,,,,,,1,,,,,,,,,2,,2,2,4,,,,,,,,8,34,,,,,,,,,,,1,,,,,10,,1,1,1,,,,1,,2,,1,1,1,2,,1,,1,4,,6,34
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,コンピュータ科学,E116,男,2,,,1,,,,,,,,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,3,,,,,23,,,,1,,,,1,,,,,,1,,,,,1,,,1,31
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,コンピュータ科学,E116,女,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,2
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,数理情報学,E110,男,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,2,23,,,,,,,,,,,,,,,,11,,,,5,4,,,,,,,,,,,,1,,1,,,1,23
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,数理情報学,E110,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,システム情報学,G293,男,1,,1,3,,3,,,,2,,11,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,26,,,,1,,,,,,2,3,2,1,1,,11,,,,,2,,,,,,,,,,,,,,,,,3,26
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,システム情報学,G293,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,電子情報学,G233,男,1,,2,2,,,,1,,1,,27,1,,,,,,,,,,,,,,,,,,,3,,,,3,,,,,,,,3,44,,,,1,,,,,,,,5,,,1,21,,,1,2,,,,2,,3,,4,,,,,,,2,,,2,44
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,電子情報学,G233,女,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,知能機械情報学,J9Q4,男,3,,6,2,,1,2,,,,,9,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,31,,,,,1,,,2,,2,4,3,,3,,9,1,,,,,,,,,,,1,,,,,1,,1,1,,2,31
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,知能機械情報学,J9Q4,女,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,3
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,創造情報学,G2C6,男,,,,,,1,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,,,,,,,,,1,,1,,10,,,,1,,,,1,,1,,3,,,,,,,,,,,18
2024,F113110102700,2Y03,13,1,東京大学,2,情報理工学系研究科,2,1,創造情報学,G2C6,女,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,2
2024,F113110102700,4C02,13,1,東京大学,2,法学政治学研究科,3,1,総合法政,C153,男,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,2,8
2024,F113110102700,4C02,13,1,東京大学,2,法学政治学研究科,3,1,総合法政,C153,女,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,2
2024,F113110102700,4C09,13,1,東京大学,2,経済学研究科,3,1,経済,C203,男,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3
2024,F113110102700,4C09,13,1,東京大学,2,経済学研究科,3,1,経済,C203,女,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2
2024,F113110102700,4C09,13,1,東京大学,2,経済学研究科,3,1,マネジメント,C286,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F113110102700,4C09,13,1,東京大学,2,経済学研究科,3,1,マネジメント,C286,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F113110102700,4C90,13,1,東京大学,2,公共政策学教育部,3,1,国際（・）公共政策（学）,D919,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F113110102700,4C90,13,1,東京大学,2,公共政策学教育部,3,1,国際（・）公共政策（学）,D919,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,物理学,E201,男,18,,4,,1,,,,,1,,5,3,,,,,,,,1,,,,,,,,,,,1,,1,,1,,,,,,,,4,40,,,,,,,,1,,2,1,,1,1,,6,,,,6,,,,17,,3,,,1,,,,,,,,,1,40
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,物理学,E201,女,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,4
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,天文学,E206,男,9,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,8,,1,,,,,,,,,,,,1,10
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,天文学,E206,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,3
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,地球惑星科学,E513,男,15,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,24,,,,,,,,,,,,,,1,1,1,2,,,,,,,15,,2,,,,1,,,,1,,,,,24
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,地球惑星科学,E513,女,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,4
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,化学,E301,男,5,,1,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,1,1,,2,,1,1,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,10
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,化学,E301,女,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,4
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,生物科学,E410,男,14,,,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,20,,1,,,,,,,,,,,,4,,,,,,,,,,13,,1,,,,,,,,,,,,1,20
2024,F113110102700,4E02,13,1,東京大学,2,理学系研究科,3,1,生物科学,E410,女,6,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,11,,,,,1,,,,,,,,,2,,1,,,,,,,,6,,,,,,,,,,,,,,1,11
2024,F113110102700,4E12,13,1,東京大学,2,数理科学研究科,3,1,数理科学,E107,男,9,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,1,,1,,,,,,,,,,1,16,,,,,,,,,,,,,1,,,2,,,,1,,,,9,,,,,2,,,,,,,1,,,16
2024,F113110102700,4E12,13,1,東京大学,2,数理科学研究科,3,1,数理科学,E107,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,精密工学,G102,男,3,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,1,,1,,2,,1,,,,,,,,3,,,,,,,,,,,,1,,,9
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,精密工学,G102,女,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,3
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,システム創成学,J9CP,男,4,,1,,,,,,,,,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,1,,2,3,,,,,,,,1,,,,,1,,,,,,1,,,1,10
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,システム創成学,J9CP,女,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,2
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,電気系工学,G271,男,9,,,12,,1,,,1,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,28,,,,,,,,1,,,12,1,,,1,2,,,1,,,,,9,,,,,1,,,,,,,,,,28
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,電気系工学,G271,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,社会基盤学,G364,男,5,,,1,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,1,,,2,,,,,,,,,,,1,1,,,,,,,,4,,,,,,,,,,,,2,,1,12
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,社会基盤学,G364,女,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,1,,,,,,,,,,,1,,,,,,,,,2,,1,,,,,,,,,,,,,5
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,建築学,G303,男,11,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,18,,,,7,,,,,,,,,,,,1,,,,,,,,9,,,,,,,,,,,,,1,,18
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,建築学,G303,女,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,都市工学,G311,男,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,3
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,都市工学,G311,女,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,3
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,機械工学（系）,G101,男,12,,9,,,,4,1,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,,,,,,,4,2,5,4,1,,2,,,,,,,,11,,,,,1,,,,,,,,,,30
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,機械工学（系）,G101,女,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,航空宇宙工学,H304,男,6,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,2,2,2,,,,,,,,,,4,,,,,,,,,,,,,,1,11
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,航空宇宙工学,H304,女,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,1,,,,,,4
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,物理工学,G507,男,13,,1,1,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,,,,,,,,,,,1,,2,,,,1,,,,12,,1,,,,,,,,,,1,,1,19
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,物理工学,G507,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,マテリアル工学,J9R8,男,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,1,1,,1,,1,,,,,,,,,,,2,,1,,,,,,,,,,,,,7
2024,F113110102700,4G02,13,1,東京大学,2,工学系研究科,3,1,マテリアル工学,J9R8,女,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,応用化学,G401,男,4,,,,2,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,2,,,1,,,,,1,,,,,,,,3,,,,,,,,,,,,,,1,8
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,応用化学,G401,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,化学システム工学,G446,男,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,,2,,,,,1,1,,,,,,,,,,4,,,,,,,,,,,,,,,9
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,化学システム工学,G446,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,化学生命工学,J9B8,男,3,,,,4,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,1,,1,2,,,,,,2,,,,,,,,,,4,,,,,1,,,,,,,,,,11
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,化学生命工学,J9B8,女,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,3
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,先端学際工学,J982,男,5,,,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,1,,1,13,,,1,1,,,,1,,,,1,,1,,,,,,,,,,5,,,,,1,,,,,,,1,,1,13
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,先端学際工学,J982,女,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,2
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,原子力専攻,J9AI,男,5,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,1,,,,,,,,,4,,1,,,2,,,,,,,,,1,9
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,原子力専攻,J9AI,女,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,バイオエンジニアリング,J9BQ,男,6,,,2,3,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,3,,,1,,,3,,1,,,,,,,,4,,,,,,,2,,,,,,,,14
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,バイオエンジニアリング,J9BQ,女,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,1,,,5
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,技術経営戦略学,X996,男,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,1,,,,,,,,1,8,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,1,1,,1,2,,,8
2024,F113110102700,4G02,13,2,東京大学,2,工学系研究科,3,1,技術経営戦略学,X996,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1
2024,F113110102700,4K10,13,1,東京大学,1,農学部,,1,獣医学（課程）（類）,K701,男,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,3,,,,,,,,1,9,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,2,1,,1,9
2024,F113110102700,4K10,13,1,東京大学,1,農学部,,1,獣医学（課程）（類）,K701,女,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,3,,,,,,,,2,9,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,1,,,,3,1,,,9
2024,F113110102700,4K15,13,1,東京大学,2,農学生命科学研究科,3,1,生産・環境生物学,L950,男,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,6
2024,F113110102700,4K15,13,1,東京大学,2,農学生命科学研究科,3,1,生産・環境生物学,L950,女,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3
2024,F113110102700,4K15,13,1,東京大学,2,農学生命科学研究科,3,1,応用生命化学,L939,男,3,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,2,,1,,,,,,,,2,,,,,1,,,,,,,,,1,7
2024,F113110102700,4K15,13,1,東京大学,2,農学生命科学研究科,3,1,応用生命化学,L939,女,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,2
2024,F113110102700,4K15,13,1,東京大学,2,農学生命科学研究科,3,1,応用生命工学,K216,男,4,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,1,,,,,,,,,1,,,,,,,,,,2,,,,,1,,,,,,,1,,,6
2024,F113110102700,4K15,13,1,東京大学,2,農学生命科学研究科,3,1,応用生命工学,K216,女,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
