大学名称,No.,地区名,国公私立,大学グループ（分数カウントに基づくもの）,国際卓越（採択：◎、申請：○）,地域中核,論文数（５年合計値）2007-2011,論文数（５年合計値）2012-2017,論文数（５年合計値）2017-2021,化学論文数（５年合計値）2007-2011,化学論文数（５年合計値）2012-2017,化学論文数（５年合計値）2017-2021,材料科学論文数（５年合計値）2007-2011,材料科学論文数（５年合計値）2012-2017,材料科学論文数（５年合計値）2017-2021,物理学論文数（５年合計値）2007-2011,物理学論文数（５年合計値）2012-2017,物理学論文数（５年合計値）2017-2021,計算機・数学論文数（５年合計値）2007-2011,計算機・数学論文数（５年合計値）2012-2017,計算機・数学論文数（５年合計値）2017-2021,工学論文数（５年合計値）2007-2011,工学論文数（５年合計値）2012-2017,工学論文数（５年合計値）2017-2021,環境・地球科学論文数（５年合計値）2007-2011,環境・地球科学論文数（５年合計値）2012-2017,環境・地球科学論文数（５年合計値）2017-2021,臨床医学論文数（５年合計値）2007-2011,臨床医学論文数（５年合計値）2012-2017,臨床医学論文数（５年合計値）2017-2021,基礎生命科学論文数（５年合計値)2007-2011,基礎生命科学論文数（５年合計値）2012-2017,基礎生命科学論文数（５年合計値）2017-2021,Top10%補正論文数（５年合計値）2007-2011,Top10%補正論文数（５年合計値）2012-2017,Top10%補正論文数（５年合計値）2017-2021,化学Top10%補正論文数（５年合計値）2007-2011,化学Top10%補正論文数（５年合計値）2012-2017,化学Top10%補正論文数（５年合計値）2017-2021,材料科学Top10%補正論文数（５年合計値）2007-2011,材料科学Top10%補正論文数（５年合計値）2012-2017,材料科学Top10%補正論文数（５年合計値）2017-2021,物理学Top10%補正論文数（５年合計値）2007-2011,物理学Top10%補正論文数（５年合計値）2012-2017,物理学Top10%補正論文数（５年合計値）2017-2021,計算機・数学Top10%補正論文数（５年合計値）2007-2011,計算機・数学Top10%補正論文数（５年合計値）2012-2017,計算機・数学Top10%補正論文数（５年合計値）2017-2021,工学Top10%補正論文数（５年合計値）2007-2011,工学Top10%補正論文数（５年合計値）2012-2017,工学Top10%補正論文数（５年合計値）2017-2021,環境・地球科学Top10%補正論文数（５年合計値）2007-2011,環境・地球科学Top10%補正論文数（５年合計値）2012-2017,環境・地球科学Top10%補正論文数（５年合計値）2017-2021,臨床医学Top10%補正論文数（５年合計値）2007-2011,臨床医学Top10%補正論文数（５年合計値）2012-2017,臨床医学Top10%補正論文数（５年合計値）2017-2021,基礎生命科学Top10%補正論文数（５年合計値)2007-2011,基礎生命科学Top10%補正論文数（５年合計値）2012-2017,基礎生命科学Top10%補正論文数（５年合計値）2017-2021,リードしている論文数（５年合計値）2007-2011,リードしている論文数（５年合計値）2012-2017,リードしている論文数（５年合計値）2017-2021,リードしている化学論文数（５年合計値）2007-2011,リードしている化学論文数（５年合計値）2012-2017,リードしている化学論文数（５年合計値）2017-2021,リードしている材料科学論文数（５年合計値）2007-2011,リードしている材料科学論文数（５年合計値）2012-2017,リードしている材料科学論文数（５年合計値）2017-2021,リードしている物理学論文数（５年合計値）2007-2011,リードしている物理学論文数（５年合計値）2012-2017,リードしている物理学論文数（５年合計値）2017-2021,リードしている計算機・数学論文数（５年合計値）2007-2011,リードしている計算機・数学論文数（５年合計値）2012-2017,リードしている計算機・数学論文数（５年合計値）2017-2021,リードしている工学論文数（５年合計値）2007-2011,リードしている工学論文数（５年合計値）2012-2017,リードしている工学論文数（５年合計値）2017-2021,リードしている環境・地球科学論文数（５年合計値）2007-2011,リードしている環境・地球科学論文数（５年合計値）2012-2017,リードしている環境・地球科学論文数（５年合計値）2017-2021,リードしている臨床医学論文数（５年合計値）2007-2011,リードしている臨床医学論文数（５年合計値）2012-2017,リードしている臨床医学論文数（５年合計値）2017-2021,リードしている基礎生命科学論文数（５年合計値)2007-2011,リードしている基礎生命科学論文数（５年合計値）2012-2017,リードしている基礎生命科学論文数（５年合計値）2017-2021,医学・基礎生命科学系論文割合（５年合計値）2017-2021,医学・基礎生命科学を除いた論文数（５年合計値）2017-2021,日本全体の論文数に占める割合（５年合計値）2017-2021,Top10%補正論文割合（５年合計値）2007-2011,Top10%補正論文割合（５年合計値）2012-2017,Top10%補正論文割合（５年合計値）2017-2021,化学Top10%補正論文割合（５年合計値）2007-2011,化学Top10%補正論文割合（５年合計値）2012-2017,化学Top10%補正論文割合（５年合計値）2017-2021,材料科学Top10%補正論文割合（５年合計値）2007-2011,材料科学Top10%補正論文割合（５年合計値）2012-2017,材料科学Top10%補正論文割合（５年合計値）2017-2021,物理学Top10%補正論文割合（５年合計値）2007-2011,物理学Top10%補正論文割合（５年合計値）2012-2017,物理学Top10%補正論文割合（５年合計値）2017-2021,計算機・数学Top10%補正論文割合（５年合計値）2007-2011,計算機・数学Top10%補正論文割合（５年合計値）2012-2017,計算機・数学Top10%補正論文割合（５年合計値）2017-2021,工学Top10%補正論文割合（５年合計値）2007-2011,工学Top10%補正論文割合（５年合計値）2012-2017,工学Top10%補正論文割合（５年合計値）2017-2021,環境・地球科学Top10%補正論文割合（５年合計値）2007-2011,環境・地球科学Top10%補正論文（５年合計値）2012-2017,環境・地球科学Top10%補正論文割合（５年合計値）2017-2021,臨床医学Top10%補正論文割合（５年合計値）2007-2011,臨床医学Top10%補正論文（５年合計値）2012-2017,臨床医学Top10%補正論文割合（５年合計値）2017-2021,基礎生命科学Top10%補正論文割合（５年合計値)2007-2011,基礎生命科学Top10%補正論文割合（５年合計値）2012-2017,基礎生命科学Top10%補正論文割合（５年合計値）2017-2021
静岡県立大学,83,東海・北陸・近畿地区,02_公立大学,4G,,,1283,1248,1308,220,261,239,5,2,4,14,1,4,12,8,9,12,6,13,69,57,78,167,132,165,781,776,787,74,66,66,13,20,13,1,0,1,0,0,1,2,2,0,2,1,1,7,4,3,10,7,17,37,32,29,790,741,637,138,163,141,1,2,3,10,1,1,3,2,7,3,4,4,47,34,38,91,63,40,496,470,403,0.727828746,347,0.002187459,0.057677319,0.052884615,0.050458716,0.059090909,0.076628352,0.054393305,0.2,0,0.25,0,0,0.25,0.166666667,0.25,0,0.166666667,0.166666667,0.076923077,0.101449275,0.070175439,0.038461538,0.05988024,0.053030303,0.103030303,0.04737516,0.041237113,0.036848793
東京都立大学,84,関東・甲信越地区,02_公立大学,3G,,,2856,3360,3811,474,577,683,169,208,241,995,1219,1128,147,181,242,280,250,345,166,192,282,117,165,197,489,546,656,254,418,337,58,30,49,14,4,17,113,308,184,6,15,18,12,7,7,8,10,11,5,3,11,37,41,39,1198,1306,1478,285,328,350,109,125,124,274,254,265,87,98,133,176,157,169,56,75,110,24,39,52,183,224,263,0.223825768,2921,0.0063734,0.088935574,0.124404762,0.088428234,0.122362869,0.051993068,0.071742313,0.082840237,0.019230769,0.070539419,0.113567839,0.25266612,0.163120567,0.040816327,0.082872928,0.074380165,0.042857143,0.028,0.020289855,0.048192771,0.052083333,0.039007092,0.042735043,0.018181818,0.055837563,0.075664622,0.075091575,0.05945122
富山県立大学,85,東海・北陸・近畿地区,02_公立大学,4G,,,369,357,593,61,67,132,31,20,37,62,37,55,13,1,11,26,18,48,10,18,53,4,5,39,161,191,215,17,7,36,2,0,5,2,0,2,2,1,5,0,0,0,1,0,2,0,1,10,0,1,6,10,4,5,169,181,285,33,34,68,14,12,16,30,18,24,10,1,8,9,12,32,6,4,17,0,0,14,67,100,105,0.428330523,336,0.000991715,0.046070461,0.019607843,0.060708263,0.032786885,0,0.037878788,0.064516129,0,0.054054054,0.032258065,0.027027027,0.090909091,0,0,0,0.038461538,0,0.041666667,0,0.055555556,0.188679245,0,0.2,0.153846154,0.062111801,0.020942408,0.023255814
名古屋市立大学,86,東海・北陸・近畿地区,02_公立大学,4G,,,2196,2331,3047,148,146,205,5,8,14,27,36,42,14,14,12,11,17,25,6,12,31,1041,1142,1580,908,927,1090,153,175,239,10,7,2,2,0,0,5,3,1,0,0,0,1,0,0,0,2,2,80,113,167,50,49,63,1242,1132,1275,92,65,81,0,4,6,5,13,13,9,10,10,6,10,13,4,3,13,623,614,676,490,408,445,0.876271743,329,0.00509571,0.069672131,0.075075075,0.078437808,0.067567568,0.047945205,0.009756098,0.4,0,0,0.185185185,0.083333333,0.023809524,0,0,0,0.090909091,0,0,0,0.166666667,0.064516129,0.076849183,0.098949212,0.105696203,0.055066079,0.052858684,0.057798165
奈良県立医科大学,87,東海・北陸・近畿地区,02_公立大学,4G,,,1173,1367,2195,9,13,44,7,10,8,4,8,5,4,2,7,0,2,5,5,7,6,744,943,1620,390,355,478,66,89,179,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,48,71,144,15,15,26,678,748,1077,6,7,35,1,1,4,3,5,2,0,1,4,0,1,2,2,4,2,450,526,809,210,190,208,0.955808656,75,0.003670851,0.056265985,0.065106072,0.081548975,0,0,0.113636364,0.142857143,0,0,0,0,0,0,0,0.142857143,0,0.5,0,0,0,0,0.064516129,0.075291622,0.088888889,0.038461538,0.042253521,0.054393305
兵庫県立大学,88,東海・北陸・近畿地区,02_公立大学,4G,,,1836,1929,2051,456,495,511,256,203,202,496,527,473,59,35,45,135,125,151,62,79,157,50,56,102,321,397,386,87,79,75,31,15,19,5,2,5,9,18,15,4,0,2,2,4,0,3,5,9,3,5,4,28,28,19,1041,928,866,310,270,250,175,130,107,253,239,190,32,14,19,94,77,98,22,23,48,12,15,26,145,157,120,0.237932716,1539,0.00343003,0.047385621,0.040953862,0.036567528,0.067982456,0.03030303,0.037181996,0.01953125,0.009852217,0.024752475,0.018145161,0.034155598,0.031712474,0.06779661,0,0.044444444,0.014814815,0.032,0,0.048387097,0.063291139,0.057324841,0.06,0.089285714,0.039215686,0.087227414,0.070528967,0.049222798
福井県立大学,89,東海・北陸・近畿地区,02_公立大学,その他,,,204,229,314,18,22,29,0,2,0,3,4,1,0,0,0,1,0,1,12,13,52,5,13,18,165,174,212,19,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,18,19,13,119,114,134,15,16,18,0,1,0,3,3,1,0,0,0,1,0,0,9,7,18,0,0,6,91,88,90,0.732484076,83,0.000525124,0.093137255,0.087336245,0.050955414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0.057692308,0,0.076923077,0,0.109090909,0.109195402,0.061320755
福島県立医科大学,90,北海道・東北地区,02_公立大学,4G,,,966,1513,2890,22,28,57,2,1,7,3,6,16,4,1,1,1,1,1,0,16,83,555,964,1834,363,467,783,74,105,247,2,3,14,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,43,64,152,28,32,69,475,654,1154,16,17,25,1,0,2,0,1,2,3,0,1,0,0,0,0,3,43,296,461,775,156,160,261,0.905536332,165,0.004833148,0.076604555,0.069398546,0.085467128,0.090909091,0.107142857,0.245614035,0.5,0,0,0,0,0.0625,0,0,0,0,1,0,0,0.125,0.024096386,0.077477477,0.066390041,0.082878953,0.077134986,0.068522484,0.088122605
横浜市立大学,91,関東・甲信越地区,02_公立大学,3G,,○,2569,3530,4929,203,238,300,30,13,32,99,63,40,14,15,32,4,14,14,22,39,57,1188,1861,2858,1001,1264,1552,219,362,636,14,8,30,1,0,1,7,2,1,0,0,3,0,1,0,0,1,11,113,187,403,84,162,185,1368,1540,1711,120,132,129,9,5,11,58,36,16,10,9,8,2,5,4,10,19,6,723,865,1073,433,461,455,0.894704808,475,0.008243109,0.085247178,0.102549575,0.129032258,0.068965517,0.033613445,0.1,0.033333333,0,0.03125,0.070707071,0.031746032,0.025,0,0,0.09375,0,0.071428571,0,0,0.025641026,0.192982456,0.095117845,0.100483611,0.141007698,0.083916084,0.128164557,0.119201031
和歌山県立医科大学,92,東海・北陸・近畿地区,02_公立大学,4G,,,1100,1166,1705,7,5,23,0,1,0,12,10,10,0,0,4,0,1,2,1,2,4,778,801,1231,288,323,408,88,115,211,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,75,91,185,8,23,25,659,580,661,1,5,13,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,498,409,485,154,160,152,0.961290323,43,0.00285139,0.08,0.098627787,0.123753666,0,0,0.043478261,0,0,0,0.166666667,0.1,0,0,0,0,0,0,0,1,0,0,0.096401028,0.11360799,0.150284322,0.027777778,0.07120743,0.06127451
愛知医科大学,93,東海・北陸地区,03_私立大学,4G,,,864,1313,2053,10,14,27,2,0,2,0,4,6,1,5,0,5,1,6,13,15,8,458,740,1218,342,515,763,42,87,147,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,29,60,110,10,23,33,376,524,791,4,4,13,1,0,1,0,0,2,1,4,0,0,0,1,8,7,3,229,313,445,126,191,322,0.964929372,49,0.003433374,0.048611111,0.066260472,0.071602533,0,0,0.074074074,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0.066666667,0,0.063318777,0.081081081,0.090311987,0.029239766,0.044660194,0.043250328
愛知学院大学,94,東海・北陸地区,03_私立大学,4G,,,592,699,638,16,49,77,20,19,22,10,4,0,1,2,1,1,1,1,3,2,7,254,268,251,285,348,273,37,31,39,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,27,12,13,10,228,285,330,4,20,48,3,3,11,10,3,0,1,1,0,0,0,0,0,1,4,103,98,130,107,159,134,0.821316614,108,0.001066972,0.0625,0.04434907,0.061128527,0,0.040816327,0.025974026,0.05,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090551181,0.044776119,0.107569721,0.042105263,0.037356322,0.036630037
愛知工業大学,95,東海・北陸地区,03_私立大学,4G,,,267,357,351,86,68,97,34,66,42,41,76,74,12,12,12,67,98,61,12,11,21,3,8,11,12,17,30,18,14,21,6,0,3,1,0,1,2,3,8,1,0,2,4,1,4,2,2,0,0,1,0,2,7,2,130,151,136,43,32,49,26,43,23,21,27,26,4,4,2,27,40,23,5,2,3,1,0,3,3,2,8,0.116809117,307,0.000587002,0.06741573,0.039215686,0.05982906,0.069767442,0,0.030927835,0.029411765,0,0.023809524,0.048780488,0.039473684,0.108108108,0.083333333,0,0.166666667,0.059701493,0.010204082,0.06557377,0.166666667,0.181818182,0,0,0.125,0,0.166666667,0.411764706,0.066666667
青山学院大学,96,東京都,03_私立大学,4G,,,701,737,742,84,100,139,66,66,66,377,313,263,30,56,49,95,106,115,3,3,9,6,12,18,35,71,68,57,59,56,5,7,6,4,5,1,36,34,37,0,7,4,8,2,2,0,0,0,1,0,2,1,3,3,356,313,288,49,63,68,37,28,31,166,101,79,25,28,14,63,65,62,1,1,4,0,2,3,14,19,24,0.115902965,641,0.001240898,0.081312411,0.080054274,0.075471698,0.05952381,0.07,0.043165468,0.060606061,0.075757576,0.015151515,0.095490716,0.108626198,0.140684411,0,0.125,0.081632653,0.084210526,0.018867925,0.017391304,0,0,0,0.166666667,0,0.111111111,0.028571429,0.042253521,0.044117647
朝日大学,97,東海・北陸地区,03_私立大学,その他,,,181,204,365,11,3,12,3,0,7,0,0,6,12,9,5,1,0,1,4,3,7,94,115,242,54,70,83,10,15,32,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,9,27,2,5,3,76,64,87,2,2,3,3,0,2,0,0,2,4,0,0,0,0,0,0,0,3,39,39,58,28,23,20,0.890410959,38,0.000610415,0.055248619,0.073529412,0.087671233,0.090909091,0.333333333,0,0,0,0.142857143,0,0,0,0,0,0.2,0,0,0,0,0,0,0.074468085,0.07826087,0.111570248,0.037037037,0.071428571,0.036144578
麻布大学,98,埼玉・千葉・神奈川県,03_私立大学,4G,,,561,654,748,1,12,27,0,1,1,1,1,1,1,0,1,3,0,3,15,17,24,42,58,79,497,561,596,20,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,5,4,17,16,14,307,349,336,1,2,13,0,0,0,1,1,0,0,0,1,1,0,0,3,1,5,24,26,27,276,317,284,0.902406417,57,0.001250932,0.035650624,0.032110092,0.026737968,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0.041666667,0.023809524,0.086206897,0.050632911,0.034205231,0.028520499,0.023489933
岩手医科大学,99,北海道・東北地区,03_私立大学,4G,,,1010,1244,1607,19,24,44,10,4,2,18,20,8,1,5,4,7,0,1,5,3,18,587,748,1079,352,424,420,70,108,154,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,43,82,121,22,20,30,524,565,633,6,12,25,5,2,1,12,14,5,0,3,1,4,0,0,0,1,5,340,344,427,152,185,160,0.932794026,77,0.002687498,0.069306931,0.08681672,0.095830741,0.105263158,0.083333333,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.073253833,0.109625668,0.112140871,0.0625,0.047169811,0.071428571
大阪医科薬科大学,100,近畿地区,03_私立大学,4G,,,1194,1414,1886,124,112,162,2,4,12,10,7,14,1,1,3,1,2,9,5,13,17,571,794,1112,470,475,545,67,86,119,2,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,48,64,98,15,18,16,723,751,958,82,65,96,0,3,4,9,1,2,0,0,1,0,0,2,5,9,8,343,433,573,277,240,269,0.878579003,217,0.003154089,0.056113903,0.060820368,0.063096501,0.016129032,0.026785714,0.018518519,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0.076923077,0.058823529,0.084063047,0.080604534,0.088129496,0.031914894,0.037894737,0.029357798
大阪工業大学,101,近畿地区,03_私立大学,4G,,,361,410,520,83,105,158,66,46,42,90,71,96,16,28,28,59,59,97,9,13,15,11,26,19,27,62,65,23,16,45,9,1,6,4,5,3,3,4,18,0,1,2,4,2,9,1,0,3,0,2,1,2,1,2,173,179,202,49,67,96,27,28,20,42,28,22,13,9,8,34,26,26,3,4,5,2,4,7,3,14,19,0.161538462,436,0.000869632,0.063711911,0.03902439,0.086538462,0.108433735,0.00952381,0.037974684,0.060606061,0.108695652,0.071428571,0.033333333,0.056338028,0.1875,0,0.035714286,0.071428571,0.06779661,0.033898305,0.092783505,0.111111111,0,0.2,0,0.076923077,0.052631579,0.074074074,0.016129032,0.030769231
大阪歯科大学,102,近畿地区,03_私立大学,4G,,,151,229,325,18,25,40,8,18,24,10,12,6,3,0,3,0,1,8,0,0,4,67,94,143,45,79,97,2,5,12,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,7,1,1,0,75,131,144,12,18,25,4,14,16,4,4,1,2,0,3,0,0,6,0,0,2,35,50,49,18,46,42,0.738461538,85,0.00054352,0.013245033,0.021834061,0.036923077,0,0,0.05,0,0.055555556,0.041666667,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0.014925373,0.031914894,0.048951049,0.022222222,0.012658228,0
岡山理科大学,103,中国・四国地区,03_私立大学,4G,,,670,606,949,206,142,144,52,40,39,91,80,91,45,35,98,23,11,28,82,86,94,36,39,62,131,167,386,32,29,44,12,4,6,1,2,0,1,2,0,2,2,7,2,0,1,6,2,4,2,3,3,6,13,21,308,256,339,115,86,55,20,11,11,42,26,24,31,24,55,11,6,11,29,26,32,5,7,11,55,70,141,0.472075869,494,0.001587079,0.047761194,0.047854785,0.046364594,0.058252427,0.028169014,0.041666667,0.019230769,0.05,0,0.010989011,0.025,0,0.044444444,0.057142857,0.071428571,0.086956522,0,0.035714286,0.073170732,0.023255814,0.042553191,0.055555556,0.076923077,0.048387097,0.045801527,0.077844311,0.054404145
沖縄科学技術大学院大学,104,九州・沖縄地区,03_私立大学,4G,,○,289,923,1984,7,69,217,1,64,158,25,219,443,14,34,61,2,27,79,9,48,144,8,18,48,223,443,826,33,156,288,1,14,33,1,18,48,1,40,58,3,0,5,0,2,10,1,7,23,1,6,5,25,68,104,110,427,831,2,38,119,1,40,90,8,106,208,6,21,33,2,18,39,2,23,54,5,2,15,85,178,269,0.440524194,1102,0.003317981,0.114186851,0.169014085,0.14516129,0.142857143,0.202898551,0.152073733,1,0.28125,0.303797468,0.04,0.182648402,0.130925508,0.214285714,0,0.081967213,0,0.074074074,0.126582278,0.111111111,0.145833333,0.159722222,0.125,0.333333333,0.104166667,0.112107623,0.153498871,0.12590799
学習院大学,105,東京都,03_私立大学,4G,,,395,427,463,132,130,105,21,15,12,89,96,119,41,37,46,6,6,3,28,36,52,8,8,6,68,96,116,44,36,25,23,14,1,1,2,2,7,15,9,3,0,0,0,0,1,1,0,0,1,0,2,7,5,9,236,216,200,101,86,60,11,6,2,45,52,52,33,21,27,3,3,2,16,16,14,2,1,2,24,30,37,0.26349892,337,0.000774307,0.111392405,0.084309133,0.05399568,0.174242424,0.107692308,0.00952381,0.047619048,0.133333333,0.166666667,0.078651685,0.15625,0.075630252,0.073170732,0,0,0,0,0.333333333,0.035714286,0,0,0.125,0,0.333333333,0.102941176,0.052083333,0.077586207
神奈川大学,106,埼玉・千葉・神奈川県,03_私立大学,4G,,,931,912,929,326,336,319,43,44,66,319,267,174,46,68,82,103,84,115,16,15,28,15,21,26,63,71,114,93,57,38,23,12,9,6,2,1,56,41,19,2,0,1,3,1,1,1,0,1,0,0,0,2,1,4,464,416,425,234,212,200,23,14,26,64,52,46,35,39,43,69,49,45,7,7,12,5,4,14,27,37,37,0.150699677,784,0.001553631,0.099892589,0.0625,0.040904198,0.070552147,0.035714286,0.028213166,0.139534884,0.045454545,0.015151515,0.175548589,0.153558052,0.109195402,0.043478261,0,0.012195122,0.029126214,0.011904762,0.008695652,0.0625,0,0.035714286,0,0,0,0.031746032,0.014084507,0.035087719
神奈川歯科大学,107,埼玉・千葉・神奈川県,03_私立大学,その他,,,282,237,272,1,1,15,5,6,9,1,1,0,0,0,0,1,0,3,0,0,4,170,149,180,103,73,57,14,6,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,6,2,2,116,114,122,0,0,5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,84,82,83,32,32,26,0.871323529,31,0.000454884,0.04964539,0.025316456,0.025735294,0,0,0.133333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041176471,0.020134228,0.011111111,0.058252427,0.02739726,0.035087719
金沢医科大学,108,東海・北陸地区,03_私立大学,4G,,,737,997,1202,13,4,24,1,0,5,3,0,1,1,1,5,2,4,6,8,19,28,446,576,715,246,378,392,56,85,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,61,50,13,23,36,327,417,490,9,0,17,0,0,1,0,0,1,0,0,1,0,1,4,2,7,8,184,256,288,123,144,164,0.920965058,69,0.002010188,0.075983718,0.085255767,0.071547421,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089686099,0.105902778,0.06993007,0.052845528,0.060846561,0.091836735
金沢工業大学,109,東海・北陸地区,03_私立大学,4G,,,376,289,280,61,47,28,111,65,75,67,58,66,7,7,7,61,54,50,3,5,2,11,10,7,54,43,43,16,16,5,1,0,0,5,1,0,6,9,2,0,0,0,2,4,1,0,0,0,0,1,0,2,1,2,219,163,113,35,33,9,78,43,40,45,29,30,4,5,3,30,31,18,0,0,0,6,7,2,20,15,11,0.178571429,228,0.000468263,0.042553191,0.055363322,0.017857143,0.016393443,0,0,0.045045045,0.015384615,0,0.089552239,0.155172414,0.03030303,0,0,0,0.032786885,0.074074074,0.02,0,0,0,0,0.1,0,0.037037037,0.023255814,0.046511628
川崎医科大学,110,中国・四国地区,03_私立大学,4G,,,925,1109,1331,2,4,20,1,2,0,4,5,3,0,2,0,2,1,0,1,3,3,584,735,940,331,355,359,58,109,129,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,87,110,15,22,18,475,479,445,0,1,10,0,1,0,0,0,1,0,1,0,1,0,0,1,2,3,301,318,315,172,156,117,0.975957926,26,0.002225924,0.062702703,0.098286745,0.096919609,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071917808,0.118367347,0.117021277,0.045317221,0.061971831,0.050139276
関西大学,111,近畿地区,03_私立大学,4G,,,963,1014,1012,351,314,293,117,139,166,166,181,158,60,70,77,113,135,141,17,23,41,20,41,28,114,94,97,94,60,36,62,34,13,11,4,8,5,7,6,0,1,1,3,8,2,1,1,0,1,0,0,11,2,5,614,608,571,257,230,181,71,96,98,93,94,91,28,42,42,82,82,80,11,9,13,3,3,6,67,43,56,0.123517787,876,0.001692438,0.09761163,0.059171598,0.035573123,0.176638177,0.108280255,0.044368601,0.094017094,0.028776978,0.048192771,0.030120482,0.038674033,0.037974684,0,0.014285714,0.012987013,0.026548673,0.059259259,0.014184397,0.058823529,0.043478261,0,0.05,0,0,0.096491228,0.021276596,0.051546392
関西医科大学,112,近畿地区,03_私立大学,4G,,,964,998,1513,9,15,12,5,2,6,4,1,2,0,2,0,2,0,3,1,1,0,567,640,1039,374,333,442,74,75,173,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,47,57,147,26,18,25,553,481,625,2,9,3,1,0,3,2,1,0,0,0,0,1,0,0,0,1,0,347,324,453,199,146,165,0.978849967,23,0.002530295,0.076763485,0.075150301,0.114342366,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0.082892416,0.0890625,0.141482194,0.069518717,0.054054054,0.056561086
関西学院大学,113,近畿地区,03_私立大学,4G,,,671,804,1165,324,318,449,15,34,83,79,123,214,52,65,55,26,28,34,9,14,54,18,50,44,144,163,222,38,51,88,21,19,31,1,6,9,9,9,29,3,2,3,0,0,3,1,0,3,2,4,1,1,10,6,331,319,450,168,137,208,6,11,25,34,30,59,19,23,27,13,12,15,4,1,15,7,17,7,78,85,90,0.22832618,889,0.00194831,0.056631893,0.063432836,0.075536481,0.064814815,0.059748428,0.069042316,0.066666667,0.176470588,0.108433735,0.113924051,0.073170732,0.135514019,0.057692308,0.030769231,0.054545455,0,0,0.088235294,0.111111111,0,0.055555556,0.111111111,0.08,0.022727273,0.006944444,0.061349693,0.027027027
北里大学,114,東京都,03_私立大学,3G,,,3160,3458,4157,289,226,281,9,21,16,86,105,154,17,17,33,13,21,33,39,41,68,1049,1323,1832,1605,1644,1657,159,211,287,10,9,14,0,1,1,3,3,15,2,0,1,1,2,0,4,2,4,69,121,190,67,71,61,1684,1647,1771,156,130,148,4,15,4,22,39,33,7,3,19,8,15,24,17,7,22,585,664,760,840,751,740,0.839307193,585,0.00695204,0.050316456,0.061017929,0.069040173,0.034602076,0.039823009,0.049822064,0,0.047619048,0.0625,0.034883721,0.028571429,0.097402597,0.117647059,0,0.03030303,0.076923077,0.095238095,0,0.102564103,0.048780488,0.058823529,0.06577693,0.091458806,0.10371179,0.041744548,0.043187348,0.036813518
京都産業大学,115,近畿地区,03_私立大学,4G,,,366,608,747,11,22,17,18,17,9,164,230,296,33,41,52,6,8,16,3,11,44,9,20,42,120,278,262,25,60,63,2,1,3,3,1,1,11,21,24,1,1,2,0,0,3,0,2,1,2,4,2,6,29,27,135,198,229,1,4,5,7,3,2,50,49,53,20,20,18,2,2,7,0,2,7,7,6,8,47,112,125,0.406961178,434,0.00124926,0.068306011,0.098684211,0.084337349,0.181818182,0.045454545,0.176470588,0.166666667,0.058823529,0.111111111,0.067073171,0.091304348,0.081081081,0.03030303,0.024390244,0.038461538,0,0,0.1875,0,0.181818182,0.022727273,0.222222222,0.2,0.047619048,0.05,0.104316547,0.103053435
